"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18"
"11" 0.165113176742125 0.266171773912735 0.280025594613888 0.417850103255812 0.485197793227285 0.543747151255682 0.578993841273525 0.623682710827249 0.696220153168095 0.623750656124875 0.595021392072303 0.538238588873614 0.449648632423028 0.408903555170517 0.452521808456176 0.397223908645617 0.375246300549983 0.355773641061596
"12" 0.172483487044798 0.268773077070761 0.295766662176414 0.419242901254953 0.49688783586838 0.538058462158775 0.581750281243364 0.632138138148358 0.703149623585622 0.629217700062929 0.593525400564188 0.553296739041149 0.445432962762725 0.409990887984555 0.461800152061109 0.407917072026093 0.395536940544568 0.365597836539838
"13" 0.182436341581553 0.252653567296533 0.281908645729182 0.418518970769259 0.493490996387306 0.532386212455018 0.586914070548835 0.630086836881483 0.694429578013329 0.621794916623721 0.582596990352427 0.530294454735285 0.44533180306074 0.410144848188726 0.428123787996349 0.387937995554091 0.385964250107967 0.351114963656303
"14" 0.172574310565629 0.251322374161303 0.290406676435658 0.419238080421863 0.493996567626892 0.54181537002079 0.599741263423573 0.633537559571249 0.692044936120849 0.617457277329016 0.590185500893937 0.540053596031256 0.442108167580467 0.410091333931977 0.43427503337078 0.407789780755935 0.362862486373929 0.369327551667123
"15" 0.180622968962581 0.253750571255126 0.288909879774037 0.412777221740568 0.48907595460226 0.531416477381874 0.593906267628913 0.627901572889099 0.702555562262045 0.627367538986143 0.60048165892864 0.53979787791028 0.455362938360376 0.421691422740257 0.451492290088399 0.418816186881153 0.406606011716045 0.375436029348292
"16" 0.186807438638067 0.260031608075894 0.293251694608925 0.418021052109397 0.491618517776162 0.534841273147729 0.588359778736783 0.630260311318054 0.694392019129115 0.631221633114824 0.590166791784996 0.533211830378946 0.459191005683696 0.423756619813537 0.451406259562622 0.396637547185701 0.379961523326224 0.348348478258951
"17" 0.168385684377616 0.238870481622404 0.283561136354762 0.411082353370108 0.482961237800829 0.535891055853418 0.58020439811282 0.636425876137545 0.69001357368475 0.611985198580284 0.59235983099336 0.542193315964757 0.465537895288557 0.415851420432646 0.446414275130565 0.397238803604267 0.384039111606983 0.358834569472591
"18" 0.177033043766367 0.257270004378711 0.293770918598164 0.439645866040338 0.491659232207717 0.541503963827956 0.585185641289985 0.634762565026614 0.702032431262172 0.621574044720308 0.592541772567657 0.544305877615923 0.462496960773867 0.406148082767217 0.4360599079067 0.41024721643853 0.379909704869713 0.365579999492491
"19" 0.163475375921729 0.256924433976487 0.288848510781078 0.427371680069073 0.491297717340724 0.538499038066023 0.574213803673522 0.624918139539374 0.691435258211839 0.618916614539069 0.590533104519586 0.529702729977522 0.433365125865428 0.409750712789495 0.43328750229411 0.394695668335777 0.361624376046096 0.339461639199745
"20" 0.174752357496515 0.243114582758245 0.277552860166387 0.413732755102716 0.487354885331234 0.546838878765962 0.589583072735791 0.636489143632146 0.701276799703804 0.636659712264802 0.596994793636264 0.545718819569601 0.45480453192622 0.422656342727139 0.460968682321362 0.40845158698433 0.391584983751409 0.362371617396845
"21" 0.168320706343167 0.25582647512666 0.284558469358465 0.413986247728651 0.489008756342736 0.536600997093729 0.59170873861307 0.62553111321645 0.709249778693661 0.619388608943246 0.595978164399956 0.544161109671517 0.454181782158724 0.409942891256021 0.453583985152801 0.416121497088903 0.376506443517452 0.374345034456243
"22" 0.178712929435542 0.260558677971332 0.293957336614595 0.420864762973182 0.487115073428855 0.548686270081643 0.588863028615653 0.640513914363146 0.696440052712959 0.632590313665465 0.58614302635265 0.54123902601375 0.441571728239601 0.410788600471387 0.441405213960566 0.395969153998498 0.381449814492038 0.347057598452895
"23" 0.168760325786101 0.252529777370794 0.291039311281091 0.417750362775943 0.497409016010175 0.541506624355759 0.590485684112219 0.629572790869366 0.70334139554215 0.634413151150738 0.596873464731823 0.550529954816741 0.451098847007552 0.408983349134605 0.463532389906515 0.403122423426171 0.400848838476998 0.343247648798194
"24" 0.181852824001739 0.248725555878187 0.282832375554834 0.406480388626463 0.482611919515488 0.542661778755901 0.606469804246473 0.641214504141008 0.707480405494614 0.63010151419906 0.597607802117572 0.532951040204661 0.454844935832151 0.416715641884875 0.452714965827941 0.394265374224507 0.383065253632185 0.370147380961705
"25" 0.165395583795806 0.262075776810202 0.290127219596967 0.407183471166783 0.501925160347913 0.541142997472189 0.589786552580874 0.634248339707073 0.69068779261258 0.625532664014362 0.593216382484929 0.538961866319516 0.459888375961332 0.421377479481835 0.455836474874444 0.408514286629368 0.379046850924255 0.376324628879792
"26" 0.168594699011766 0.249032722450131 0.280645582007924 0.402427319716316 0.478608315631188 0.541650224231434 0.586229951252637 0.620289762198377 0.690211818956066 0.617227056093942 0.586140693869159 0.544565811510424 0.454628545540107 0.411054466750591 0.43699747061064 0.397448675596124 0.378617238698074 0.366583244692946
"27" 0.161171558995632 0.257453551208684 0.272613174261812 0.410954321749131 0.485120979831121 0.533117272902412 0.581520776642741 0.620085676564038 0.682453529855632 0.622002145474059 0.582959409110084 0.527226646359034 0.435470594211429 0.414680872381841 0.455851132016611 0.393402070128744 0.372257527627685 0.355362595392734
"28" 0.176572490715502 0.252389856363164 0.297956650738698 0.414087825959516 0.491860126567542 0.532131633019197 0.592328173888687 0.63154747413877 0.703987170675127 0.629455882532252 0.59462525013097 0.537135327312462 0.465338914203556 0.417086176519106 0.460735837874165 0.406592325171129 0.387839649651742 0.361770746638019
"29" 0.181748738485268 0.252735979394173 0.289030943507318 0.41497605647972 0.491075430208617 0.535191808998273 0.583038825176563 0.634873472584968 0.695691335925629 0.641250667390152 0.608303093046701 0.550742746382942 0.454621352086324 0.422136870571911 0.465199515614937 0.418320274955643 0.404864077073903 0.382914988816016
"30" 0.170866253984644 0.257976043402734 0.290241826958186 0.40836751467996 0.49334206135756 0.543377353264572 0.589722648578269 0.639449811733317 0.706739674612628 0.646241649714122 0.580882105092458 0.548278309480847 0.440733297283515 0.406137868020098 0.454058282578978 0.398976994532607 0.38434548858661 0.355707672327392
"31" 0.170739619569779 0.252625662599092 0.290635840466973 0.412326254056567 0.501271003877835 0.531180971907617 0.583122200740985 0.6298267479899 0.704319242657799 0.630678329984992 0.597437023448656 0.530837421090728 0.450237198208396 0.410536393664845 0.448485909284953 0.39485736730278 0.382484158448741 0.357475615740929
"32" 0.164320623389486 0.249592543739361 0.293290832616155 0.416864868818322 0.493964486668416 0.528756182198895 0.576272453175977 0.635096339314402 0.689941414320694 0.619449442550622 0.591033940400482 0.529324701815158 0.439618008029858 0.408051965738648 0.458952826637385 0.414567370841183 0.386587380159358 0.367488372561609
"33" 0.167152782943536 0.258279271338405 0.287105803846951 0.426974307235165 0.485047186214667 0.544314427711068 0.597740113840665 0.631437900538935 0.70061507917791 0.618849927634075 0.587250608291046 0.535930101447005 0.448008346995669 0.412284431422109 0.447556042446062 0.407526595606501 0.386799098797307 0.349905635192212
"34" 0.173719082809169 0.255766837943981 0.284930221008182 0.411202741295012 0.490922533461174 0.530161917954273 0.580972871883938 0.633044487676029 0.699835913118087 0.625218220472355 0.58993841591056 0.546455274301728 0.443582832175451 0.400037011073226 0.450620908481334 0.405656995411711 0.366916937396494 0.365835243066194
"35" 0.17331081131966 0.252409122279301 0.300731284044401 0.413979268116129 0.495164928164203 0.539925348116369 0.593120353784163 0.645041305100913 0.708331035866039 0.62913790808974 0.591650729446206 0.55382231042144 0.456978493914139 0.42034529248526 0.458196546823377 0.399096611969317 0.385748801273257 0.361336059865585
"36" 0.171748752754568 0.245003233195414 0.282126881913298 0.416611491499499 0.499021953681948 0.540438911862979 0.59371103774174 0.630247261114091 0.696268518512702 0.61600506412709 0.594160205751271 0.540147507049919 0.456409412515662 0.402229437983329 0.452354253342953 0.392887167635967 0.367031417118244 0.356489574390241
"37" 0.173821189439335 0.25617194445502 0.280557328564513 0.41231294531087 0.490511065807041 0.538117241441913 0.580417899528668 0.626234467611544 0.693157181351337 0.623960101159403 0.58671041002604 0.525451774553606 0.438678236751254 0.397836670776486 0.456418024307394 0.404707522939058 0.387961141293752 0.365316536557167
"38" 0.17197272852827 0.248383138143441 0.291506859130664 0.416580004285202 0.499309405632968 0.534556661636056 0.574508328580401 0.630148388483189 0.70025371437345 0.632746360117433 0.587420744952277 0.543368424526682 0.452475356759173 0.410946058966681 0.450014084222522 0.39818720111615 0.367199031096688 0.354679885349512
"39" 0.172542065141151 0.25076170387312 0.289042586038836 0.41678920298464 0.499565980790998 0.546633571459175 0.579814706769905 0.626411860176097 0.697615546172962 0.626533024972123 0.596969289033162 0.53903145292515 0.448041769484063 0.42532426115764 0.455311197724561 0.399450729273354 0.401225304628288 0.368461158764584
"40" 0.177163155630912 0.247142497168922 0.298261839727414 0.41225200362542 0.498672540966292 0.540260749641422 0.592677687458058 0.640586925115056 0.698508469870693 0.627223432769819 0.601261023531237 0.55154118361442 0.457553703450767 0.41833253577468 0.444420519510573 0.408285891291057 0.395305652549637 0.363566881034011
"41" 0.163253853924759 0.253174669906323 0.287413351529075 0.408928849811217 0.492694436150478 0.527632873092082 0.5757890667826 0.626282013328527 0.703457686182182 0.642203310185683 0.578658222274318 0.543876751181064 0.442030024657003 0.410081323548183 0.43896975344026 0.395041837441154 0.389429433683263 0.357512708791997
"42" 0.186053823842667 0.250754903913398 0.280501574193604 0.41095334865457 0.492684981789614 0.531873472666932 0.578078220069035 0.634897011428691 0.692169514086863 0.627739249609177 0.581017501022337 0.536685265544454 0.446557165868286 0.40733448181961 0.44265215020782 0.405218513254786 0.39598391227735 0.379580197012276
"43" 0.164934967239968 0.253741828064995 0.288845059171876 0.415102792747991 0.487827888762869 0.527799426334368 0.583525250490393 0.632612829813373 0.69665145654108 0.630308214429899 0.579830106771775 0.545295511862493 0.445424385774801 0.407546913238525 0.460752941500959 0.404744285106861 0.375625071310662 0.347688616257276
"44" 0.176360396164245 0.26245464950238 0.291803651179159 0.417831250681348 0.490634579282266 0.530594806022914 0.585265261156256 0.64574739046096 0.696996122734346 0.618858504244019 0.600981695695819 0.555724518095122 0.445521119114632 0.407773629347269 0.442999522718253 0.403451739236028 0.383463355029843 0.347244226044457
"45" 0.170347340925472 0.254647777193375 0.279774787613408 0.414598117322712 0.487948579230508 0.537853786808853 0.585030610586036 0.626722346497851 0.695683133154438 0.636430163706832 0.589281900533764 0.532891248848711 0.459083404393015 0.421104569497888 0.458520719042243 0.390490424798949 0.377750776828471 0.355159342949155
"46" 0.167740868806177 0.255375136310824 0.294852964818784 0.42102809615756 0.491809354927552 0.531954899464621 0.586570222611674 0.620455981022494 0.687875401382268 0.627402756797741 0.594297578354401 0.54707886261224 0.442690670387899 0.406921994839887 0.449349655319764 0.397617220651473 0.374875440711838 0.358986888948099
"47" 0.173137948740302 0.258436941984297 0.288550083507803 0.420842665437934 0.489684008722409 0.540362035763144 0.582071890838148 0.621793108384077 0.693702585025147 0.638336270169264 0.594106189876892 0.535179647741915 0.450297490735717 0.417643595651234 0.445308990930715 0.40596275427798 0.372130737184143 0.366566612377139
"48" 0.176815736483641 0.240183306936654 0.287254416062346 0.416467342020165 0.492396345149315 0.535247313443264 0.581495511555576 0.62284508331552 0.701802831205828 0.636240184556776 0.604140892919814 0.548962320013238 0.454685202969198 0.40824331965084 0.444833103217071 0.403225183745713 0.38093054649165 0.373917436415712
"49" 0.174949443096904 0.262605749014003 0.298904984259152 0.41821135937122 0.491887984429766 0.538757829882811 0.59088031952996 0.639720478089583 0.698301956809757 0.635351715160942 0.603729631684324 0.551802266988765 0.459166985029347 0.420723152102446 0.460133879501521 0.421721330482727 0.387553856056228 0.376723566429595
"50" 0.173361374487155 0.257653550146101 0.285182708930939 0.417007072302172 0.498904101090703 0.529499069747635 0.57696242094569 0.632948941868539 0.691526278398885 0.625737258911103 0.586352920609922 0.546604510980201 0.454305419238148 0.422109992138056 0.44416643619275 0.401343490893007 0.381277866849465 0.373648853536286
