"br1" "br2" "br3" "br4" "br5" "br6" "br7" "br8" "br9" "br10" "br11" "br12" "br13" "br14" "br15" "br16" "br17" "br18" "br19" "br20" "br21" "br22" "br23" "br24" "br25" "br26" "br27" "br28" "br29" "br30" "br31" "br32" "br33" "br34" "br35" "br36" "br37" "br38" "br39" "br40" "br41" "br42" "br43" "br44" "br45" "br46" "br47" "br48" "br49" "br50" "br51" "br52" "br53" "br54" "br55"
"gene1.fasta" -0.725167304094928 -1.42382930946141 -0.21475394734642 -0.555221173552051 0.242504051357523 0.803606062484951 -0.852920717434993 -0.653701322174142 -0.840810875316662 -0.340672095999484 -1.24982840296495 2.53244351544127 2.42275965582179 -0.237785604989795 0.329296784921898 0.673724740973413 0.0903567511660001 -0.472131529739552 1.54517458926649 -0.616832097247157 0.423872468274199 1.19466582430356 0.0864346522769161 -0.28120013999454 -0.354172046126351 -0.0432578009465625 -1.09345204132081 -1.18047217881318 0.796957440671747 0.475105694817658 -0.191857248708463 -0.181829807176771 -0.950066311201694 0.238842476242844 0.624139296376889 0.348224086786635 -0.143220327752193 0.0399492538990939 1.83542733899305 -1.07075236125323 0.826155063862759 -0.257830153080772 1.16579970624825 -0.701056977307366 1.99834416530303 -0.960487713206238 -0.955274830622041 1.37786137427387 -0.732410798437929 -0.980441436761271 -0.851450864439557 0.692194768485697 -1.46700025898145 -1.5753934556405 1.39144136984296
"gene10.fasta" -0.669041018679463 -0.0850993009082217 -0.138005617507712 -0.152387972468488 -0.565867280013365 -0.574702229549094 0.0718602585743255 -1.01676089257166 -0.827140034336129 0.155794619584737 2.60288846374786 -1.47511253817878 -0.802591454614393 -0.734425751314074 -1.32988901063416 -0.00353163061178354 -0.334722756173189 0.17864287833145 0.210989461645328 -0.839870696465279 -1.29383859907422 1.57795577952777 -1.24162349029299 -0.230554386319351 2.04346531966844 -0.111532730612288 1.29552213828848 2.50838714689158 0.457060716725175 -0.442853437517641 -0.384216603769767 0.785956596259728 1.24109297312723 -0.219508305842742 1.75965260495701 -0.436523210921303 2.7103305679393 1.07481860707313 0.323200355670614 -0.821685275993602 -0.48254358386507 -0.717641066571126 0.141590572857072 0.10880339109221 -0.695393245496259 -1.5061273198835 0.169999524850044 -0.228455523112286 -0.891845054358245 -0.0283791231748054 -0.545408619325858 -0.072148742829337 0.189676635447964 -0.22419748303517 0.515935373761893
"gene100.fasta" -0.720373444413131 0.394013370975229 -0.322526278534796 -0.845176135705159 -0.365274177354445 0.109295858849185 -0.523505568423439 -0.31469881283764 0.173057152454097 -0.69896067275907 -1.04450807746227 -0.597236669242193 0.444302234264739 1.29986369908467 -0.20927048102048 -0.974582642317024 0.112382525090459 0.198826690363294 -0.750178798951837 0.349825738811259 -0.0617133319946237 0.592471127631526 -0.856631664243176 -0.400597724456933 0.125394116940743 -0.129335355380246 -0.531097430396677 0.149074035617497 -0.360727369364591 0.296667910390723 -0.281162829953544 -1.02866268415837 -0.48703572061967 -0.357434916869094 -0.0196852210526211 0.031178623934607 0.914190352401177 6.0301642669856 -0.191960165705003 -0.294467578040718 -0.614154344619746 -0.0525448562245949 -0.184737276549493 -0.244938871684426 1.18089505235226 -0.335869336389193 0.00953049682187966 -0.632358927631241 1.47958298737319 0.2571730680607 -0.408094731594107 0.623982042124696 0.284391388176165 0.380608211162755 -0.597368853916892
"gene101.fasta" -0.484231350800854 -1.10513848170914 -1.04728716020974 0.309117978769807 0.0420133725090066 0.309253932251055 0.662745458618395 0.256683889207277 0.252744159295462 -0.270451574443325 -0.299497021990086 0.392779710095549 -1.44377662367628 2.50822517486955 -0.288135298947014 -1.26223219587859 -0.344735229991077 -0.145461529999591 -0.591986328122254 -0.00115773835772995 -0.788084944622286 -0.837076743806144 -0.829935253227887 -1.33636061040856 -0.880099424294474 -1.30814941408765 1.81308700095793 0.0809850552119028 -0.77010263242897 0.598604715900591 0.539122397827956 -0.119977293794065 1.44031263279994 -0.499669091730319 0.960646522837312 -0.890304001117505 0.778978201315712 3.2758250872522 -0.429205237507667 -0.724537604909418 1.27755912515643 -0.653800979961852 -0.942913424978465 0.252295911002408 -1.17851073174072 -0.567313381507649 -0.127241033099487 1.21504035183617 0.0923564584326953 0.445395444335954 -0.3758301371053 0.490911061566687 2.43261525386698 0.355981171344484 -0.240077592807343
"gene102.fasta" -0.956470791968482 0.0584086907389392 0.0142465507695244 -1.30575926559195 2.37696510185206 0.806578572662091 -0.242082682677115 1.31239109911594 -0.574630418990899 0.144901498113878 1.15664909243379 -0.137878942855082 -0.835474239906945 0.831412352912892 -0.0823728465566051 -0.881092410870707 0.171665197688532 1.00573168626832 0.817712372932932 0.118586399906642 -0.597798486892229 -1.91760202782212 -0.67347778117321 -0.730294320357225 -1.24108614904202 0.756541448858835 1.11785708677779 0.767722997043596 0.452445262012173 -2.16571856816265 -0.748969642683726 1.11770281382312 0.590354859446922 -1.02063065494873 1.8509517280423 2.17215972205803 -0.82808089184276 -1.11556869137941 0.239378658909622 -0.395226336717097 0.969169726111608 0.100089241148015 0.376510334561005 -0.868684210449234 0.877023110457811 -0.617589733487855 1.26792909114294 -0.719582717135007 -0.994602317665095 0.963156047080018 -0.533374187914179 -1.3551927910815 0.149276622810059 -1.07311456105469 0.0288383035471315
"gene103.fasta" 1.10482649910935 -1.20785703708952 1.78574422844657 -0.719683753732734 -0.0891270746250668 0.50958362157726 0.374540263071472 -1.049436340611 -0.625924639887535 3.42947471232964 -0.947351093761244 -0.50299940633727 -0.0804882639355199 -0.500769324064822 1.71983650039073 1.27242397511752 0.251909533029118 -0.749525024647021 0.635392049193874 -0.481092222342781 -0.961007791308909 0.88124050896285 -0.0153755106584532 -0.957173846494456 0.450451482611494 0.9653578594462 -0.255091746926152 -0.711384797215642 -1.14356856384486 -0.684574766506491 0.0933963928284406 -0.219102698220922 2.99507661881682 -0.260572972112725 -0.160648254885769 -0.248539136781216 0.12233264884807 0.0832174530735324 0.0188964643088548 2.01456773482462 -0.40205910809838 0.273608247793533 -0.733748047671595 -0.933083951680469 -0.573852448561239 -0.613324851709746 -1.00790428739263 -0.964870949547451 -0.718454835232639 1.0090236810245 -0.820874439723299 -0.74189634989686 0.131742100023522 -0.38760578585435 0.346326746530796
"gene104.fasta" -0.35750557235594 0.481635415009609 0.67233062105548 -0.645516926480665 -0.676514051350053 0.601951517614134 -1.90247685033397 0.0918647380362465 -1.18333958843084 0.541964987692206 -0.0879206902256898 0.574554853204446 -1.00019370886166 -0.673460986646004 0.285524287873247 -0.25890371720617 0.872824116107656 0.183832395752045 0.213776754466774 -1.08439969735847 -0.624610093722532 -1.46808332769782 -1.00468402413591 -0.0754859783904698 0.313032047649824 -0.0327806448957767 -0.588748422291865 -0.199652239354007 -0.751595671712537 0.849536027184464 0.152310370185353 0.886106123462953 -0.396548849339381 -1.24190204059085 -0.545810661913168 0.35398353764177 0.403211342079664 -1.18351303509029 1.29522151962359 3.84384172906405 -1.42380858084738 2.36983793361783 -0.31849534624122 0.979071908281009 1.06553041069655 -0.493616235666498 0.0863627253253702 -0.206284594936651 1.8970856578451 -0.48259951692668 -0.116966603698491 1.01662493902286 -0.905639540965734 -0.577488868393122 0.476530107567617
"gene105.fasta" -0.356641156962358 -0.110718999651947 1.34788209466574 -0.39937025642623 -1.21001880692246 -0.483502254997703 0.379380988357407 1.90274838086789 1.42758823157482 0.962234259272494 -0.0392214539199018 0.58944357984758 -0.30436129866181 -0.0500571596749367 -0.383969670600566 -0.373726969302857 1.83677095217774 0.470206782081759 -0.0509676395048326 0.334960021604849 -1.37342246604489 0.755300283478298 -0.877930456911858 -0.0984454860066449 -0.154741663354832 2.21357534284025 -0.205548731581106 0.535901914853107 1.22182697256237 -0.684553888934388 2.13737406414347 -1.07541480686006 -0.406161995535664 -0.355434225905251 2.45968783467935 0.315832194881052 2.08430098412289 0.313103742344275 -1.21873341784983 -0.773638590309105 -0.810526592692753 -0.820930456651404 0.214330624404864 -0.487255750095662 -1.06940480163437 -0.562112944248071 -1.26507430449482 -1.19846980411012 -1.11918472401887 -0.719341489896126 -1.08510684019748 -0.29506415753174 -0.830894005836745 -0.179441192682602 -0.0730607887502167
"gene106.fasta" 2.11774194672827 -1.02855725952987 0.0172370100625074 -0.987421384156398 -0.28723744548078 0.249279993365984 1.62351510041142 -0.611947668839584 0.360697602688111 -1.43568266411912 1.16666860309483 -1.35159578411771 -1.16998138801411 0.598190050333136 0.440141379497678 0.803242323467082 -0.202125467026608 0.725368488492591 -0.140310768293875 0.880510632073218 -0.493909103016272 -0.822946309344387 -1.14827152044117 -0.365526004253015 -0.128589183736981 -0.184303890165556 1.38111557418592 0.97110712107994 -0.364810645907578 0.505116253800088 -1.03781428648994 0.768836828399019 0.785223069048182 0.132367761448648 -0.712954089005769 -1.13673427292812 -0.611107721630364 2.17529820977984 0.434981859952786 0.0837707205504272 0.622826630617871 -1.31185920513822 -0.937895296334547 0.189353964104231 2.33472873759853 -1.63162223742625 0.970946719876287 -0.857272332598758 0.284545449847901 -0.801999047734881 -1.453967829636 1.70425152933486 -1.12837155141541 -0.238138248956559 0.255889045898445
"gene107.fasta" -0.393760573739899 -0.365429637849594 0.218144439026749 -0.726772462057261 4.36877992647774 0.948009760040408 -0.705117239225451 -1.05481314937867 -0.763093925505028 -0.275162279689524 -0.77559971521369 -0.14253047659753 1.30994843919512 -0.96153654912654 -0.271751473577468 -0.770721282299197 -0.561164755286577 0.0792883313054612 0.841785558013933 0.0386526702059378 -0.732821101472181 1.3963908468592 -0.395715750115327 0.33210795214238 -0.397817156759645 0.158921703241974 -1.26048093593179 -0.0762819912065494 -0.213576023559119 1.24921977922188 0.355196557691767 -0.654436907559725 -1.02707273774052 0.181840207197598 -1.17047531952464 0.810022527020853 -0.860444345755593 1.95176632873882 -0.92546998560317 -0.594526810874135 1.17456773257816 -1.37798272666374 -0.219975679261769 0.484296256208054 1.33519182957915 0.926269546118865 0.38062536183907 -0.389725001529842 0.349136390047846 -0.549651932766431 1.11775105780348 -0.901779661525557 0.731888241447371 -0.817685955503609 -0.406427899102054
