"V1" "V2" "V3"
"gene152.fasta" -0.169887682521787 -0.0030301128187192 0.00710027472407051
"gene153.fasta" -1.22397625769362 0.627130924946587 -0.398071849618004
"gene154.fasta" -1.01580489167936 1.28985803826153 -0.260839503925334
"gene155.fasta" 1.18314719288611 0.680665128964589 -0.279665847738475
"gene156.fasta" 1.23663622960186 0.209207464747123 -0.515233652390483
"gene157.fasta" -0.323485420582298 0.20383381144892 -0.146437465653918
"gene158.fasta" -0.102460340657835 -0.220148684906077 0.0725776444012134
"gene159.fasta" -0.26446373934984 0.293714849552672 0.00979949091007233
"gene16.fasta" -0.224004942921835 0.240269131285429 0.14177040229088
"gene161.fasta" -0.124273435069693 0.180436341435577 0.473972133215568
"gene162.fasta" -0.34557164067973 0.232256483119535 0.254967840876271
"gene163.fasta" -0.0175532812346612 0.0148241074782491 0.471547808092644
"gene164.fasta" -0.15885388057419 -0.483685904027396 -0.401814337372118
"gene165.fasta" 0.263831921884178 -0.585182315343514 0.280239846468301
"gene166.fasta" -1.219354890128 -0.352658380519508 -0.538729838428848
"gene167.fasta" -0.613378168039553 -0.229353804742365 -0.587172230161533
"gene168.fasta" 0.0748074985018462 0.441030563049158 0.140153207573639
"gene169.fasta" 0.0710605023078945 -0.0489013087920297 0.212853616229105
"gene17.fasta" -0.124067295948451 -0.00352571095378354 0.305932506423505
"gene170.fasta" 0.84522288281457 0.259752031521097 -0.391356124576367
"gene171.fasta" 0.105740103574446 -0.170572379283473 0.0634925393447548
"gene172.fasta" -0.249738918625491 -0.147243862269896 0.616074508139044
"gene173.fasta" -0.198306530617109 0.0396832165749965 0.357454356510777
"gene174.fasta" 1.1508110979561 0.358446272905881 -0.326104795833329
"gene175.fasta" -0.607406018049601 0.176019248975087 -0.271794275566676
"gene176.fasta" -0.0713931609384233 -0.175676134937922 0.49491816319055
"gene177.fasta" -0.0442691822675651 0.413877035918681 0.303317972498805
"gene178.fasta" -0.387672703406573 0.417543675964013 0.143105482698488
"gene179.fasta" 0.105433476166124 -0.674811605011667 0.871672568284133
"gene18.fasta" -0.468845883319532 -0.0465599711861396 -0.117531235896761
"gene180.fasta" 0.0553894050002807 0.196700689326719 0.164677543230934
"gene181.fasta" -0.511215427285413 0.622154815884242 -0.142759226166316
"gene182.fasta" 0.0738069476176804 -0.462044667043325 0.630531559828977
"gene183.fasta" -0.258763816779886 0.791211622086551 0.0157410605869867
"gene184.fasta" -0.191813865985605 0.213131510172103 -0.101618402784417
"gene185.fasta" -0.225573689001878 0.0200907824102456 0.67532488511337
"gene188.fasta" -0.631447576269239 -0.0476313797073978 -0.651465390275976
"gene189.fasta" -0.631447576269239 -0.0476313797073978 -0.651465390275976
"gene19.fasta" -0.0584021752074459 0.192106880822891 0.30028981476709
"gene190.fasta" 1.51314348495604 -0.0691869678092153 -0.421032323696698
"gene191.fasta" -1.0525607900171 0.0232449037874775 -0.520274608818536
"gene192.fasta" -0.168026281299572 0.00103429356360738 0.284583408983535
"gene193.fasta" -0.0500825208572522 -0.0926768125636667 0.26339569335803
"gene194.fasta" -0.225522298954221 0.139626468938644 0.124304190206611
"gene195.fasta" -0.825690635620379 0.652505915738342 -0.205498751394078
"gene196.fasta" 1.46428774401915 0.154977612059572 -0.400608534493737
"gene197.fasta" -0.304265449807689 0.624120632450344 0.181997517043365
"gene198.fasta" 1.32029736300044 0.166786710095363 -0.315543346832856
"gene199.fasta" 0.18127575067574 -1.07478887943504 0.369763952229029
"gene2.fasta" 1.02248333476948 0.311015949471302 -0.304744067063801
"gene20.fasta" -0.297133448992052 0.0333601128816696 0.184442498184465
"gene200.fasta" -0.131809345071633 0.432736357804655 0.343663547959034
"gene201.fasta" 0.822656435448789 0.313803340133189 -0.335498714666695
"gene202.fasta" 0.0701793536184214 0.139623870365764 0.252300453189304
"gene203.fasta" 0.116267369314174 0.342137665792186 0.448394981313172
"gene204.fasta" 1.83143613373821 -0.145170022383482 -0.427902719887798
"gene205.fasta" -0.366658245890153 0.31211382336069 -0.295684686862499
"gene206.fasta" -0.24516567770641 0.285372747789469 0.145616937357763
"gene207.fasta" -0.0138957300177935 -1.30404198303752 -0.134196482100644
"gene208.fasta" -0.0460716119202083 -1.24493559752777 0.146045046815412
"gene209.fasta" -0.720933045353373 0.10439968554469 0.130088364029989
"gene21.fasta" -0.224339617680073 -0.0669083862910757 0.216321243735277
"gene210.fasta" -0.32851935209561 0.613323002899372 -0.0211679621335145
"gene211.fasta" 0.0590225265741306 -0.498711398420068 0.738823509162819
"gene212.fasta" 0.300452284578112 0.327912192945462 0.448732473621209
"gene213.fasta" -0.12611533297883 0.14324223504876 0.195683807867539
"gene214.fasta" -0.0645663286385313 0.598826461532421 0.505752623731971
"gene215.fasta" 0.0147702906370245 -0.320687099502387 0.704403670220109
"gene216.fasta" -0.567001473121033 -0.0857434985572629 -0.887157916639698
"gene217.fasta" 0.0748439758095015 0.167203833548875 0.167402052288705
"gene218.fasta" -0.245640627039125 0.148674420768282 0.0901451912410019
"gene219.fasta" -0.429093178060162 0.282164813531332 0.397659867892586
"gene22.fasta" -0.75709277911568 1.21934265794 -0.228812659053951
"gene220.fasta" -0.239597456610384 0.241331237301678 0.124030333188367
"gene221.fasta" -0.224291895625035 0.55973864402872 0.274199808593157
"gene222.fasta" -1.56877577067141 0.420263183261791 -0.644502018174792
"gene223.fasta" -0.193928976184099 -0.166366239763577 -0.528511281571693
"gene224.fasta" 0.201004890717162 -0.208415068540075 0.273029280841918
"gene225.fasta" -0.452234716967371 0.233891464031969 0.136351269310081
"gene226.fasta" -0.358494557654246 0.173964215912119 -0.00915498233284606
"gene227.fasta" 1.7030726733209 0.0681640791651397 -0.40787658512411
"gene228.fasta" 0.0821536156168074 -0.435543824873983 0.498746623777573
"gene229.fasta" -0.239347776845826 0.265010091404492 0.413372216568384
"gene23.fasta" -0.0139023564402807 -0.0842950859897867 -0.0115402902910656
"gene230.fasta" 0.0383623859264823 -0.316630349064053 0.433385611297203
"gene231.fasta" -1.2486102444916 -0.672714216085701 -0.771155127912352
"gene232.fasta" -0.368449359902399 0.242535033551994 -0.558060985580667
"gene233.fasta" -0.327338190358467 -0.0319112390380933 0.601358334763879
"gene234.fasta" -0.296683927149073 0.329583634930837 0.242522606747351
"gene235.fasta" -0.19374928709221 0.364520227462071 0.46731194552619
"gene238.fasta" 0.0265023862255844 -0.134327189654916 0.0468624624297997
"gene239.fasta" -0.137978156887568 -0.078742166387585 0.341775646312227
"gene24.fasta" -0.203482581316489 0.344367993945252 0.110242869096114
"gene240.fasta" 0.186822243051239 -0.801759519877613 -0.267426545408133
"gene241.fasta" 0.0609764121154446 0.158963020466268 0.256756325340967
"gene242.fasta" 0.0609764121154446 0.158963020466268 0.256756325340967
"gene243.fasta" -0.158542053184722 -0.38942524228144 0.455670816591629
"gene244.fasta" 1.37008214140761 -0.0781313015949451 -0.49358530161036
"gene245.fasta" -0.300929334296852 0.378510295677071 0.41999533566886
"gene246.fasta" 0.0263794163208677 -0.0493793341205874 0.106949559969357
"gene247.fasta" -0.409593446260377 0.304070926461709 0.051384215055163
"gene248.fasta" 1.15529121428 0.0819789487937492 -0.387656273439842
"gene249.fasta" -0.459327062412632 0.363128944736991 0.152712057972427
"gene25.fasta" -0.356457622613799 0.266417933198235 0.115880346073043
"gene250.fasta" -0.407508902608141 0.716137127130595 -0.0281520265897161
"gene251.fasta" -0.407508902608141 0.716137127130594 -0.0281520265897161
"gene252.fasta" 0.160232922787887 -0.432708617564145 0.263689162347838
"gene253.fasta" -0.229043680713614 0.384827622678808 0.189122697562576
"gene254.fasta" -0.161204924662325 0.386184033647016 0.220180772902349
"gene255.fasta" -0.131620657846431 -0.135438113486778 0.371767851037642
"gene256.fasta" 0.0919828375187631 -0.524377307292028 0.203252003331324
"gene257.fasta" -0.497604930704951 0.943767896947415 0.0281540525872477
"gene258.fasta" -0.0935053097136294 -1.0607264540442 -0.172500592218856
"gene259.fasta" 0.0548219774814937 -0.26562099403295 0.509706166784744
"gene26.fasta" -0.159362734163832 -0.928664218644652 -0.234996921614908
"gene260.fasta" 0.117930265362596 0.181993008246099 0.237880405031037
"gene261.fasta" -0.368453821014058 0.430354235729165 -0.0675742992656684
"gene262.fasta" -0.016664148486422 -0.101711370195496 0.0910749345715557
"gene263.fasta" -0.934974327396056 0.692405061396267 -0.530031916479349
"gene264.fasta" -0.142546197370483 0.0798243523676574 0.159726427828146
"gene265.fasta" -0.00953121761449478 -0.499626400813481 0.100604530129959
"gene266.fasta" 1.65419562180409 -0.136470050781127 -0.536117679500789
"gene267.fasta" 1.37647546734502 0.0676054606482402 -0.435770382423026
"gene268.fasta" -0.12977975684558 -0.0447421094088333 0.23046416324144
"gene269.fasta" 2.3581983411345 -0.278667860509255 -0.661531386809777
"gene27.fasta" 0.213145685113665 -0.317908292349154 0.665108327207498
"gene270.fasta" -0.140244881023015 0.300744256096179 0.4752323940315
"gene271.fasta" -0.0587560134854252 0.127081077084524 0.225809524977251
"gene272.fasta" -0.474305126493723 0.276478853491975 -0.247870038162903
"gene273.fasta" -0.0613571953669338 -0.0366164609542875 0.103228785177615
"gene274.fasta" 0.0518583659772536 -0.383004680024787 0.144503058038629
"gene275.fasta" 0.917875875856808 -5.30009583442448 -1.44775572495844
"gene276.fasta" 0.725932425338708 0.317198479301006 -0.464184620704144
"gene277.fasta" -0.50615723815611 -0.354377840014666 -0.0398615306980608
"gene278.fasta" -0.225043441945261 0.00743832632240708 0.235023043727986
"gene279.fasta" -0.150226475090982 0.0296801130639919 0.0966147356815099
"gene28.fasta" -0.116940326756349 -0.13832904904269 0.0894344240015904
"gene280.fasta" 0.175813444589611 0.016247890687416 0.47118404406432
"gene281.fasta" -0.293575574496131 0.154404409105993 0.245085709206929
"gene282.fasta" 1.59252681791237 0.240278302960644 -0.353198585058976
"gene283.fasta" -0.399273591761918 0.0655672831526941 0.0935807039936843
"gene284.fasta" -0.196636041177144 -0.694719852597547 0.0783676247168843
"gene285.fasta" -0.0544686419935883 0.0403863487367269 0.219759248179344
"gene286.fasta" -0.889118570833963 -0.232308298403623 -0.550708804775136
"gene287.fasta" 1.15974205507987 0.345155110311899 -0.361275154782903
"gene288.fasta" -0.0771094024408452 -0.0561058970620905 0.431760534365424
"gene289.fasta" -0.168928750683292 0.0128977913362556 0.135000405746915
"gene29.fasta" 1.15510976476518 0.192925301709478 -0.356320872810544
"gene290.fasta" -0.231652307164143 -0.0378426319797162 0.111322401811858
"gene291.fasta" 1.35051959946023 0.246990920323057 -0.419452295651784
"gene292.fasta" -1.63801522274035 0.0124757946352844 -0.747160223498834
"gene293.fasta" -0.0521484717926745 -0.0317456794481834 0.160804843952412
"gene294.fasta" -0.332760925161285 0.0312081551738473 -0.118189449289732
"gene295.fasta" 0.919613543445135 0.255994775371559 -0.376476531871009
"gene296.fasta" -1.05221792786737 0.0881665857959236 -0.392865972995307
"gene297.fasta" -0.327152883406891 0.245679200808405 -0.499015097887831
"gene298.fasta" -0.302834738751035 0.00626662354747336 0.365513946331743
"gene299.fasta" -0.0112900062682229 0.0951460650056063 0.0837576816103135
"gene3.fasta" 0.122962429709872 0.12885384457773 0.296299565294534
"gene30.fasta" -0.325507944066817 -0.0399392309564874 0.104045331288885
"gene300.fasta" 1.85196542307697 0.443842916831272 -0.361959595732062
"gene301.fasta" 0.624389550376927 0.230565735363764 -0.496254574094856
"gene302.fasta" -0.25747547143945 0.186379412607177 0.183463188234792
"gene303.fasta" -0.160285597767868 -0.143327813556735 0.0872858293677869
"gene304.fasta" 1.3382742753741 0.278325241760914 -0.287446709438222
"gene305.fasta" -0.604893160239935 -0.0231512846724945 -0.388874779754659
"gene306.fasta" -0.0233333669106806 -0.251164459666184 0.114010077001542
"gene307.fasta" -1.04707407442206 0.139233846701861 -0.546916742759555
"gene309.fasta" 1.5380902894776 0.222952096448979 -0.372837644694878
"gene31.fasta" -0.046197120674271 0.0338951514577395 0.0654579206859203
"gene310.fasta" -0.147316134099498 -0.203307298894915 0.554342670835496
"gene311.fasta" 0.293561225553318 -1.54329535871291 0.133325983984618
"gene312.fasta" -0.0191379298625687 -0.000945102264125348 0.0451229987236062
"gene313.fasta" -0.587872752542007 -0.148775657933538 -0.0581373654492521
"gene314.fasta" -1.53468165414745 -0.0799114358948517 -0.889212409761543
"gene315.fasta" -0.505189149970852 0.103630043757229 -0.14315456757294
"gene316.fasta" -0.257445096881446 0.0149163880242935 0.0704770322317921
"gene317.fasta" -0.0736276243992332 -0.0151722091975906 0.0784550643874068
"gene318.fasta" -1.16534507310698 0.00133802026655695 -0.49676516394923
"gene319.fasta" -0.454792187415906 0.0255209646626823 0.0739931095348992
"gene32.fasta" 1.90665185585736 0.294295090751121 -0.395115492188639
"gene320.fasta" -0.282144269208198 -0.0265125747163936 0.136553268935402
"gene321.fasta" -0.342866044715565 -0.0588045190406453 -0.0136476125517028
"gene322.fasta" -0.0435943549814192 -0.00198887019578787 -0.0477165273869388
"gene323.fasta" -0.362617286182575 0.344412481502904 0.0660316175777296
"gene324.fasta" 0.0917424597178755 -0.153385738555316 0.368908057657978
"gene325.fasta" 0.301536461515937 0.166269049803296 -0.357164027421927
"gene326.fasta" -0.304563233133354 -0.587675245818386 0.00749353822875364
"gene327.fasta" 0.0548943294002709 -0.0646168797741593 0.00900770222622773
"gene328.fasta" -0.0205984280717184 0.0241916816773653 -0.0525749624633254
"gene329.fasta" -0.549734262084675 0.008193989076344 0.038899009386597
"gene33.fasta" -0.0548939700255169 -0.172547291582862 0.256509535183589
"gene330.fasta" 0.0287045241650872 -0.0381595139592178 0.42688511793297
"gene331.fasta" -0.13824564729282 -0.0132604555042002 0.306346474910992
"gene332.fasta" -0.454421329571284 0.801083450789563 0.117620392976489
"gene333.fasta" 0.0827556305676522 0.0740571149982934 0.0254655746326746
"gene334.fasta" -0.257213207638629 0.099198573423438 0.117484409827224
"gene335.fasta" -0.0199723058938362 -0.0191402410118947 0.236029568320154
"gene336.fasta" -2.64159575830706 1.8836752509225 -4.1358509261388
"gene337.fasta" 0.0437580429331836 0.0507150737909421 0.101087017766441
"gene338.fasta" -0.277778010383465 -0.0609207389443593 0.189954336800042
"gene339.fasta" -1.82244657027251 -0.364676932470167 -1.61552169589851
"gene34.fasta" -0.12760000797241 0.0118636256778608 -0.005144438257349
"gene340.fasta" -0.39800257733464 -0.0966493868252819 0.0524167190084539
"gene341.fasta" -11.5107654710332 -0.68070846406107 0.822048190310547
"gene342.fasta" 0.00590241767817671 -0.0626903031400776 -0.00175617656760252
"gene343.fasta" 0.129006531330139 0.00860763786917482 0.0672479517549347
"gene344.fasta" 0.0300727737664944 -0.081136576988238 0.0778967252181997
"gene345.fasta" 0.00964309273597123 0.0378084820078992 -0.0349559196836218
"gene346.fasta" -0.00151098730454567 0.0342834692495866 -0.004350331175616
"gene347.fasta" 0.130950402375901 -0.169522354360888 0.219852797569118
"gene348.fasta" 0.0256320012106686 0.0186601967788522 0.00133192923061563
"gene349.fasta" 0.0187896998621621 0.0351889915205447 -0.0840458253133458
"gene35.fasta" 0.00199945926526214 0.0524275248414137 0.0489991803617296
"gene350.fasta" 0.0130767195601779 0.0608312896697492 0.0489820241228202
"gene351.fasta" 0.0482891178350544 -0.120151307493197 0.249426092105874
"gene352.fasta" -0.00475549903527511 -0.0408538865030644 -0.0207171462702642
"gene353.fasta" -0.00721652683162171 0.137393614369023 0.037915513521672
"gene354.fasta" -0.00281965445512903 -0.0565433602877608 0.0362231227497126
"gene355.fasta" 0.13048922033142 0.0567850861706789 0.180315051746375
"gene356.fasta" 0.028043932331744 0.144007579383914 -0.000866194563203534
"gene357.fasta" -0.0110092682330163 0.0388487732001276 0.0260745571664135
"gene358.fasta" 0.0345931980987638 0.00587468275106376 0.0258336810475173
"gene359.fasta" 0.00705458562571846 0.104399956038804 0.0253624676375705
"gene36.fasta" 0.203011970210866 -0.0152009386114187 0.33649802388096
"gene360.fasta" -0.0321274423561912 0.332187149202703 -0.219337926110399
"gene361.fasta" 0.19832084402107 -0.0375429719537885 0.101804939947324
"gene362.fasta" 0.0425958758867551 0.0299761769253624 0.0190474547760703
"gene363.fasta" 0.103122787290778 0.0946902784114275 0.108793126125336
"gene364.fasta" -0.0103292380229191 -0.0688803573382032 -0.000442758854894811
"gene365.fasta" 0.0208896928602311 0.0187087283487793 0.0341667313380859
"gene366.fasta" 0.0180124078012102 0.115564900674896 0.0169005366248269
"gene367.fasta" 0.0231090783759012 -0.0185337459579351 -0.00958508023034669
"gene368.fasta" -0.032478485175015 0.204259258733118 -0.0491310432065395
"gene369.fasta" 0.0368202509433643 -0.154510532508846 0.107039862934811
"gene37.fasta" 0.0387177392571048 0.131621262825432 0.276610508368414
"gene370.fasta" 0.0556920114203996 -0.278796444819227 0.23090553739027
"gene371.fasta" 0.00244760998076965 0.315203559945688 0.0299223485920775
"gene372.fasta" -0.00633318785532709 0.021619173800788 -0.00786555395526363
"gene373.fasta" 0.0299577973762818 0.10498407279336 -0.0757585349478001
"gene374.fasta" 0.0789071015672604 -0.0279444487301341 0.150548729396759
"gene375.fasta" 0.0190157672295695 -0.00229687864588491 -0.0320688725422757
"gene376.fasta" 0.0350123964404095 -0.00623161964155662 -0.0386341628069154
"gene377.fasta" -0.0921621536246219 -0.307740201833327 -0.302339340639521
"gene378.fasta" -0.0491790575404466 -0.407176943175095 -0.268226072326045
"gene379.fasta" 0.177834035861502 0.0590442947864967 0.204308642751604
"gene38.fasta" -0.0118622830258619 -0.0561069201877525 0.0409643310804509
"gene380.fasta" 0.0374901468045148 0.100473719025969 -0.0423709807649841
"gene381.fasta" -0.0201200497025213 -0.069604386948596 -0.0172056429917506
"gene382.fasta" -0.0305949741577408 0.0988543024705599 -0.0549534328643756
"gene383.fasta" 0.00421430069674202 -0.0210725025352378 -0.0200658181612414
"gene384.fasta" 0.102538825813662 0.00414782814443498 0.181768770300348
"gene385.fasta" 0.0120130591745194 -0.0534733854769835 -0.0550722431263464
"gene386.fasta" 0.0120130591745194 -0.0534733854769835 -0.0550722431263463
"gene387.fasta" 0.00392084431158589 0.0680107510952431 -0.00686408949292523
"gene388.fasta" 0.0229600318347828 -0.0545274062853903 0.0293908751671205
"gene389.fasta" 0.0401850695222559 -0.024734740383488 0.197241544687754
"gene39.fasta" 0.117275553766595 -0.00465265582470268 0.111521314144965
"gene390.fasta" 0.0791925478793779 0.0717219481485131 0.349740097456077
"gene391.fasta" -0.0217881965441735 -0.0874615236072091 -0.0178303501488892
"gene392.fasta" 0.0898101862046758 0.0197670697703296 0.11300300211247
"gene393.fasta" -0.0111803365515312 0.0407785660317895 0.0333051853940565
"gene394.fasta" 0.0231261507120982 0.0920307423326155 0.173500334656632
"gene395.fasta" 0.120168937810404 0.0413397323974158 0.202105065262231
"gene396.fasta" -0.111461262260705 -0.0714136592340979 -0.364670124840116
"gene397.fasta" 0.0586542766579296 0.0909204878783491 0.0379930716161662
"gene398.fasta" 0.0143790200832088 0.0452390225730647 0.127558006933501
"gene399.fasta" 0.00626648270147652 0.0440773178379805 0.0423912631424538
"gene4.fasta" 0.0232191222275343 0.152445930983734 -0.100595228387384
"gene40.fasta" 0.0222516939038742 -0.00235783412072161 0.0886390473903438
"gene400.fasta" 0.118701551465827 -0.097614129876288 0.273441312402467
"gene401.fasta" -0.0213848489176747 0.0562452485957502 -0.0134838295206541
"gene402.fasta" 0.0710985706056495 0.109487626629055 0.103480757142833
"gene403.fasta" 0.195273256267481 -0.00487030896853465 0.10867848030988
"gene404.fasta" 0.00553866584668532 0.0347400573405344 0.103484390021572
"gene405.fasta" -0.0249883822517446 0.0287216482651823 -0.00754905191728509
"gene406.fasta" 0.0508532225003901 0.0354380887828584 0.283189915619544
"gene407.fasta" -0.00591002534527034 0.0272779009065771 -0.0835259887243677
"gene408.fasta" 0.104380704734308 -0.0976573423258653 0.174724489294408
"gene409.fasta" 0.130146264034185 0.266961790649895 0.436310821892388
"gene41.fasta" 0.00482201089241374 -0.0477618589883824 -0.069052024278348
"gene410.fasta" -0.00999048241466356 0.00231640334399232 0.00738542401996582
"gene411.fasta" 0.0610474345708203 -0.0417336171341377 -0.00632594369134415
"gene412.fasta" 0.106399411959879 -0.824633633783541 -0.125834161584014
"gene413.fasta" 0.0253124274248661 0.0384256287234337 0.150333885349428
"gene415.fasta" 0.0969499266351991 -0.00159350886467448 0.0384352564071321
"gene416.fasta" 0.0148357405040712 0.0558929197530786 -0.0215705007082005
"gene417.fasta" 0.00276943763800142 0.0353606702822877 -0.00928260269091518
"gene418.fasta" 0.126491385905803 -0.020388177612008 -0.0165481853042665
"gene419.fasta" -0.0255099628441475 -0.0714323102014078 -0.0319435713934696
"gene42.fasta" 0.0910447435720047 -0.170920070062229 0.353213298855623
"gene420.fasta" 0.00980480507717808 0.0349794901998293 0.0443381492372543
"gene421.fasta" -0.0101537438032556 0.0257640837989192 0.0327618583870672
"gene422.fasta" 0.227570042418828 -0.0751185159409799 0.13093026676031
"gene423.fasta" 0.0206276417708707 0.16423203556395 0.160112006788514
"gene424.fasta" -0.000230918849717991 -0.300320204647199 -0.0289841915269673
"gene425.fasta" -0.0760137390337139 -0.218853220583081 -0.403065605420196
"gene426.fasta" 0.00446608767072527 0.0065863569349936 0.0713132994073406
"gene427.fasta" -0.00549471624205872 0.0163070775539978 0.00802319156137203
"gene428.fasta" 0.0170170248229975 -0.0534399081169275 0.0732571225035237
"gene429.fasta" 0.0338195725114068 0.0513414048085088 0.020659637121968
"gene43.fasta" 0.0438384589332319 -0.0994671169605479 0.0621342930535666
"gene430.fasta" -0.0133585501694042 -0.0609751732826277 -0.0253958430314495
"gene432.fasta" 0.0046592928353933 0.147352926433999 -0.0355078685383571
"gene433.fasta" 0.0284495302166104 -0.0672589911234869 -0.000603869489698281
"gene434.fasta" 0.0839856239734254 0.341383061473231 0.357586161069645
"gene435.fasta" -0.0119160102902172 0.0392192861582203 0.202266739554404
"gene436.fasta" 6.56750417156131e-05 -0.0369867983353814 -0.0356692941465562
"gene437.fasta" 0.0494618496588053 0.00682519685277434 0.00807770201797165
"gene438.fasta" -2.81653409677948e-05 0.0176900680115071 0.0467447550246985
"gene439.fasta" 0.0492516880125297 0.0304554791214851 0.219654476931242
"gene440.fasta" 0.0110798167897043 0.292154414576777 0.12308681431529
"gene441.fasta" 0.385463042163161 -1.9268371311681 0.140125529636846
"gene442.fasta" 0.0793766486880743 -0.00411894300342297 0.11928367914823
"gene443.fasta" 0.0246433023386144 0.126684309161142 0.022504814191404
"gene444.fasta" -0.00873671629016723 0.15385373320258 -0.0643850466087036
"gene445.fasta" 0.060570649352141 -0.0863893241023793 0.124943321729393
"gene446.fasta" -0.0038613015141545 0.0109240424978484 0.0434084912731923
"gene45.fasta" 0.0222177330395287 -0.0397630886394498 0.0389939609461845
"gene46.fasta" -0.295918570017282 -0.228790273356188 -1.5099991785903
"gene47.fasta" -0.0281585974158617 0.0174922747627238 -0.0700953912058724
"gene48.fasta" 0.019345249557067 0.194608157452558 0.121910957217452
"gene49.fasta" 0.00627829700329784 0.0810357628948359 -0.025299443454652
"gene5.fasta" 0.0160314069493695 0.155555532099338 0.000189131572325508
"gene50.fasta" 0.00328398540727321 0.391169485733523 0.0415704059151246
"gene51.fasta" 0.0451697224475226 -0.0306386411093283 0.0451916728951279
"gene52.fasta" -0.0138043781784935 -0.0477264942620207 -0.0312689051180772
"gene53.fasta" 0.019861514063401 0.139055012181984 0.0949916418621238
"gene54.fasta" 0.320910588704045 0.418539698911521 0.369797115219366
"gene55.fasta" 0.0113677678813551 0.0752180137534278 -0.0166696008495526
"gene56.fasta" 0.0500225999968192 0.241594338822019 -0.038479802720127
"gene57.fasta" -0.00823013093946291 0.0111981084525751 -0.0847075020107981
"gene58.fasta" 0.00216814643232839 -0.0822442575149007 -0.0606517613800728
"gene6.fasta" 0.0371688873293317 0.340611666404861 0.0683635142711694
