"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49"
"1" 0.107106896290843 0.185747490716198 0.247063470627976 0.282097558678054 0.382824087871378 0.44573373136549 0.489880060823289 0.538443744413893 0.552851672745925 0.608431859541751 0.633772441383573 0.727102645848561 0.747470099027519 0.763346508025537 0.720818964727037 0.659215660908807 0.598014435950984 0.596717823433182 0.61084341144003 0.637603440968458 0.406569171470535 0.52858010919382 0.509087795456555 0.505979102847939 0.483462590747775 0.501203321205856 0.394322159920212 0.349750913750356 0.394644014800485 0.504224595528671 0.468046472926977 0.344738290873313 0.378499561537591 0.363811032135142 0.391350180420971 0.424288388376304 0.359450073367646 0.380526420064723 0.458205991074261 0.364895916657176 0.362293508051943 0.344154613395475 0.348729753838608 0.310355399857381 0.27755170750445 0.276389835590673 0.332522166174839 0.366760087652419 0.380469152783393
"2" 0.111492329898759 0.186488642310634 0.24467284418059 0.28136004339217 0.398683016053904 0.452014206046973 0.501852515482241 0.548056148177224 0.553396163064936 0.602747937439562 0.627848143854097 0.71733807639402 0.753011649727434 0.760607203963343 0.698663497940403 0.661053134437435 0.592481926949018 0.611695628789445 0.609195028134309 0.62449930649194 0.416828979380258 0.51735846031159 0.522270120600424 0.495128465279695 0.501933250662948 0.515070717591875 0.414564677135252 0.36845182605169 0.382949710496081 0.500479027914119 0.463019089231279 0.338180068578007 0.376771700991475 0.369326305761144 0.375122720976019 0.429129511067688 0.359278681192504 0.365219069826667 0.445020210915759 0.37532746079117 0.378498453890912 0.341999165360568 0.35969920783194 0.307129316468029 0.272587369927873 0.269641774505624 0.328219444718663 0.366772807367204 0.38428515818287
"3" 0.106463550487148 0.198668285302407 0.250588350938539 0.283277818025546 0.390898249726034 0.464350967012261 0.495414207871687 0.546874471915371 0.553270702156352 0.592072574861485 0.637972450147841 0.704647777354815 0.736642897530873 0.753243291603353 0.709519178524737 0.66896010470046 0.602205439261058 0.615301634623738 0.628185079125816 0.623051703807936 0.418981178582574 0.537639440625743 0.504163880168199 0.479599520995793 0.48681578027029 0.503946079013168 0.397451576550627 0.354973943057073 0.37461417575917 0.503457690395035 0.469992209464877 0.343546458786255 0.380187495341595 0.361538592103488 0.386972196451699 0.420693727313876 0.356466259066773 0.373614082426435 0.438992502101494 0.368802009996412 0.374496082693726 0.346023679711742 0.347350368615245 0.309443109823475 0.273353791289841 0.272030776166288 0.319810946812959 0.366855673101297 0.376144846563204
"4" 0.100924357726626 0.19145442441872 0.248152745392487 0.272509410537977 0.388797195076142 0.445729282353965 0.488220972397551 0.526198813593861 0.53859658548329 0.597863607090997 0.634675557840139 0.713316469493786 0.752501659579102 0.758338791681628 0.708005889591892 0.681408669866873 0.586766810466529 0.602051721044848 0.611532618443584 0.62243495749516 0.406200728255806 0.510923832706665 0.497078381777568 0.486601651201314 0.491662671355255 0.516209885644466 0.390935462691524 0.353811890756042 0.386874741359326 0.506358369176709 0.450599683227907 0.344011059473986 0.364696048593623 0.346234399261117 0.391326072950222 0.399733640714657 0.355696436426155 0.365477119023447 0.428504843482253 0.360785291495312 0.365650206702124 0.336630171480286 0.352710910924921 0.301418680014024 0.263551543594034 0.250984165018339 0.326843355403608 0.361618716936181 0.366877783656816
"5" 0.117074837080273 0.202312499901086 0.245063055743071 0.274878617824406 0.378410187847001 0.449368116413941 0.482448657057622 0.532875877335269 0.5469874989952 0.614236950031172 0.637386649136409 0.733534895706895 0.746365517582986 0.772040838399948 0.704532354847978 0.665276984080373 0.58876249982492 0.617063894000057 0.607503152716639 0.621078384488173 0.423552080573621 0.525254727133543 0.515506883693411 0.504579608247716 0.490175320808799 0.518708516594603 0.390149574468688 0.360912329653539 0.376366291066808 0.504574472118717 0.463721068726393 0.338397192560574 0.379691790101434 0.347101124853949 0.382952164143123 0.420261330853628 0.359511652780549 0.376218152368972 0.445536856084105 0.37723821506795 0.36892805067903 0.344927653909564 0.353868933787287 0.297993257719297 0.272768325075963 0.262957409512307 0.331077350414574 0.365204443737173 0.375774642063372
"6" 0.103452703718457 0.206033700696742 0.256521438121706 0.293652289020646 0.393755333148419 0.457714349296674 0.500846685072272 0.535684184655126 0.545723213803674 0.607034922496257 0.643470777107196 0.715607748804284 0.74575350621775 0.775641374076488 0.70608416319462 0.684297616416173 0.599910648413661 0.613279727374439 0.629989055992073 0.618905134897201 0.414516764764251 0.54836106026899 0.514472034398255 0.484779544958882 0.499556602239395 0.518749424243174 0.387420840067174 0.358912722069494 0.382486102017149 0.509261711610133 0.465806065482808 0.33435394663969 0.380603726045933 0.356235992024145 0.389134916394747 0.437142396138255 0.376248516506807 0.378396984389498 0.452912851965238 0.383598808964606 0.37569895556856 0.33424445118427 0.351496492256288 0.316515425097313 0.277419653851645 0.280731361648266 0.345488855080611 0.383126640251821 0.394847241693436
"7" 0.111553923588899 0.193467161423021 0.244200128604012 0.27209774660718 0.375215045436809 0.450276628616821 0.499267596753636 0.538388999545936 0.548031571166592 0.598359276448013 0.640215943521267 0.726852107697058 0.745757144992759 0.778644152725229 0.705782039334739 0.655738502660827 0.618781140321175 0.610173510050938 0.634487722288887 0.627517282374381 0.424224842264796 0.541600376398762 0.536339807549866 0.500282870905415 0.491561371594336 0.515892837064175 0.394050288064288 0.361169879740522 0.391460248654933 0.520678758485333 0.481129932425883 0.34429663131934 0.393461225109757 0.369395589342885 0.383754334824372 0.427275083208994 0.371690744736152 0.372351240008937 0.455079639980071 0.380356099796078 0.379867209702485 0.343007554498003 0.346969098037786 0.299593220936751 0.280902302141935 0.279406386341346 0.341301141402588 0.379044482277288 0.386451887567796
"8" 0.107889382848642 0.189765386244594 0.24523275990255 0.274384273554462 0.387742134179865 0.444984435389337 0.499678592121357 0.532205598905263 0.535349328685979 0.604031952524451 0.644026773104044 0.726489154039893 0.752184909381964 0.76477036713893 0.701025188654792 0.670095853411645 0.594489880525142 0.599703412712323 0.62130650205798 0.615840550064023 0.411395208276827 0.531822583407026 0.507253895133894 0.495059782207606 0.48827596913814 0.50631653200335 0.384067101792843 0.3537168797707 0.371401755440926 0.499619650799356 0.465412760390732 0.344868858060524 0.379813055743786 0.354167986563995 0.38186700502018 0.408573543459806 0.362073952761324 0.364533882858463 0.441053650172155 0.36486651357244 0.366111560035965 0.33467220116925 0.352103314795676 0.303924114424186 0.277666613504432 0.269401443110616 0.331743254471389 0.370238190924168 0.374147865518688
"9" 0.101352826194149 0.201398966678748 0.24919328020672 0.286804113344183 0.395671924199031 0.454185557867719 0.492628176566167 0.546614077272058 0.536039713555228 0.603978865783884 0.64082966204861 0.712749246817796 0.746751549644783 0.758883475538556 0.701351786531762 0.661852443443211 0.598982350924502 0.604702225426004 0.630450279435018 0.613770060988753 0.415219756540882 0.533081614695292 0.508383565840767 0.493942123653241 0.477085831893335 0.510478230378236 0.394537524130698 0.354826266591264 0.368215373093285 0.508691934258895 0.453523445235453 0.337275182123105 0.3724843153155 0.342759577197765 0.378948756882528 0.414691319435839 0.36372961150548 0.36045321980418 0.426002494625717 0.350669403060894 0.362330378309641 0.333418016415408 0.347309298229693 0.308349725878519 0.276381349343937 0.268468206322692 0.31826868002225 0.357866081740122 0.370685455013586
"10" 0.0959280695154245 0.192220579397976 0.249905512159657 0.282704392642915 0.395785648533726 0.446758184582205 0.50644580213054 0.539277805318037 0.549473386058857 0.619130239866125 0.646612944788991 0.729558286920036 0.744358700587567 0.779774553155366 0.714638743285796 0.665231098742 0.600345937734745 0.627141344871086 0.630316648031759 0.62750583372978 0.420229515675269 0.546060796199451 0.509719406617597 0.503814747505123 0.471703774157162 0.50587403315886 0.400243081635574 0.359525727274641 0.375641997898551 0.521124356983243 0.458247232459149 0.356618787271492 0.397984774008451 0.365209598403763 0.395124104244511 0.423526739432827 0.370592516863044 0.371678864329739 0.44115316744585 0.365360900149013 0.365794311741739 0.339308917702568 0.345251893452834 0.295636996524647 0.27359980640876 0.264259950639332 0.324758452977222 0.383658843305376 0.392160401157862
