"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19"
"11" -0.00369849396037813 -0.00464929196065496 0.00193998152772913 0.00487632914183033 0.00377559351233011 0.00453034472556698 0.00327043392624645 -0.00671139213167021 -0.00675063764661528 0.00305217834311931 -0.0132990020468886 -0.0134217012373246 -0.0032139392750084 0.00395040764826393 -0.0126099680626334 -0.0051671853130953 -0.0220874021984103 -0.0212740778389806 -0.0120577875063079
"12" -0.00424420130319913 -0.00784270007570957 0.00138001400244881 0.00259847646075273 0.00515527353377178 -0.00440984552926559 -0.00136061879835084 -0.0191489219789056 -0.0189234631002336 -0.00437378336429511 -0.0195251614656547 -0.0101306117497806 -5.29874616049773e-05 -0.0113733125806921 -0.00901493419336791 -0.0326260565943791 -0.0114947414597875 -0.0133691058894817 -0.0083975578775767
"13" -0.00599920661866262 -0.00548834573985869 0.000866820330982678 0.00759427582432823 -0.00561838579044942 -0.00195815007003026 0.00231739584506478 -0.00482749831646912 -0.0162704273260913 -0.00637258872296952 -0.0200888622744069 -0.00307783421847536 -0.00517191315600733 -0.00783300528583306 -0.00725934406943491 -0.0129074535299477 -0.00492012850256307 -0.0228794034462301 -0.00436803180951662
"14" -0.0113660602183116 -0.00936279788613604 -0.0167840571480701 -0.00979230532125846 -0.00239196208481189 -0.00298339978643824 -0.00337569334412245 0.000241394167322509 -0.0180725157686006 -0.00191402738875685 -0.0258804157579812 -0.0156910587470095 -0.0140278975552174 -0.00423491060297675 -0.018127322216696 -0.0304503228417013 -0.0208671031290256 -0.0288678866509289 -0.0123105578151551
"15" -0.0116857044530121 -0.00372105303621961 0.00536262157187534 0.00346440733917051 -0.0049739221301256 0.00565117372938326 -0.00362571499191399 -0.00405344200175079 -0.00401027601136323 0.00917443498826754 -0.0138460932442494 -0.0141638746745072 -0.00508837804990296 -0.0115788516202537 -0.0148244274142287 -0.026257125707303 -0.0249238113010889 -0.0139212071794166 -0.0174206289456428
"16" -0.00670546263928112 -0.00582141011938068 0.00436663823925943 -0.00459162032143512 -0.00725179388600491 -0.00783129927469893 0.00121842792776513 -0.00426837463708687 -0.013984996873558 0.00179748408320135 -0.00435167111087053 -0.00952599664945398 -0.00412737426986677 -0.0145997659375443 -0.018260520208997 -0.0249272784388615 -0.0187137040041081 -0.0233869151438018 -0.0121239364847692
"17" 0.00427806647722111 -0.00315018425871983 0.00438075239237797 -0.00150042483089758 -0.00860746351828705 0.0030922465519586 0.00879778291299943 -0.000234355641910438 -0.00931667750672306 -0.0066901358632439 -0.0215978536171353 -0.019421186456702 -0.00367944719905612 -0.00313653785285302 -0.0126032936492719 -0.00730422461520568 -0.00134209805489612 -0.0230118848872503 -0.0141101227417631
"18" -0.00929914553463671 -0.00727729071567954 -0.00587446452002799 -0.00579997038874966 -0.00208781011146825 0.00514260393264008 -0.000954501007665833 -0.00852693589152007 -0.0112356239310951 0.00630522249883971 -0.0203720183058903 -0.0110887218746239 -0.00271994683800173 0.00327218657187691 -0.0109861123859519 -0.0169102366188997 -0.00868955496775949 -0.0236150494685097 -0.0161907834519716
"19" -0.0194448776475457 -0.005845005945653 0.00507074990886466 0.00456218751712389 -0.00485695031537325 0.00537912600467933 -0.0142757576760593 -0.00505365600636386 0.00305509154668747 0.00279293333764261 -0.000846824910773515 -0.00755158350347979 -0.00910792553616783 -0.00427688744559565 -0.0265119318113867 -0.0155001960769627 -0.0127885381736153 -0.0284269322489265 -0.00453712494597699
"20" -0.0138023186727571 -0.000411133934772816 -0.00446227223108533 0.000444466084741586 0.000711702679135217 -0.00700020215076611 -0.0114089282018337 -0.00819717218416952 -0.0182858853320825 0.0120468906707073 -0.0176924098941299 -0.0100001950849898 -0.00576159975371199 -0.0156093480068943 -0.0219557393213838 -0.0220544535410157 -0.0167537507661093 -0.026754585630078 -0.0195922453098521
"21" -0.0249864225164333 0.00388660000882174 0.00172949090005437 -0.00629836349049931 -0.00884563029348255 -0.00410535536268158 0.000487908644971179 0.00265437940164236 -0.00231862789166967 -0.00255071724887393 -0.0181588255527395 -0.019108462945451 -0.00737056918709588 -0.00734088378694154 -0.0231499792829198 -0.0235948077915433 -0.0217764625577189 -0.0269487027715217 -0.0105537975317679
"22" -0.00962965313583227 0.00580567087076324 0.00407713207984981 0.0120974097029258 -0.00100413992384983 -0.00576646569531592 0.0066213267879246 -0.00151567193001691 -0.0154115286732227 -0.00286619478330564 -0.0164834718042601 -0.00117258828184069 0.00234663060729851 0.0010463170054282 -0.0046017661516893 -0.016770381311117 -0.00685429608663727 -0.0156616587867278 -0.00196375783335353
"23" -0.00831271420492321 0.00101580508010718 0.00159848428650715 -0.00954218198445393 -0.00415338420948437 -0.00981500878954034 -0.014137379103704 -0.00434782970622596 -0.0171223117590906 0.000155614921293604 -0.0145043186039308 -0.0086053513640536 -0.00932454851944774 -0.0184510132614612 -0.0209813599182488 -0.0160603045819096 -0.00868029712029969 -0.0271573483160637 -0.0182442257875516
"24" -0.00470966584265845 -0.00541135067308204 -0.00843433426645164 -0.0102984378456627 -0.00274889822368946 -0.00251254324953256 0.00777591662179815 -0.00505257875992372 -0.00703515505611249 0.00804859579715386 -0.00387798544168783 -0.01056423377002 -0.00417821796066381 -0.0102133357596833 -0.0164185642498415 -0.0159139409287205 -0.0172212337930932 -0.0214392452950664 -0.0118959099663265
"25" -0.00277428247196073 -0.00812968568588376 -3.05238739375657e-05 -0.00215773051898999 -0.001725023909904 0.0108450473787769 0.00106008781770504 -0.0114510770552403 -0.0108712542782595 -0.00439075109077535 -0.0235124554119048 -0.0170721417619926 -0.0177355390227981 -0.0112583373539946 -0.0250397354936095 -0.0195587828421302 -0.0336845501236916 -0.0263026248881071 -0.0235551589293264
"26" -0.00330468505522004 -0.00522156375763322 0.000826544004567858 0.00426764737462895 -0.00838980371902554 0.00224609792467678 -0.00147898169538237 -0.00470211378617154 -0.0141599024532627 0.0050725901905928 -0.0188606951758863 -0.0120230515048336 -0.0051371909867194 -0.014662254169905 -0.00877519567058357 -0.0176171666726459 0.00039168384801159 -0.0181388681138019 -0.016354812879559
"27" -0.0123446016516815 -0.00692458624467535 -0.00769114011414347 0.01087158270992 -0.0013444870354628 0.00182491433479268 -0.00137845842196419 -0.00553186662113508 -0.0177289933561753 -0.00559341789465727 -0.0152039523757673 -0.0137195756314237 -0.00836750681498171 -0.00840154219891105 -0.0220433965449382 -0.0173986065272301 -0.0241052374602702 -0.0271832752941992 -0.0226078127991589
"28" -0.00918605882488215 -0.0058556480709867 -0.0064240732829393 -0.0107422450825969 0.00189245245733834 0.00316616753208708 0.00247589197441823 -0.00654049301750606 -0.0162558449282175 -0.0095427065075682 -0.028064194134946 -0.0174116292530653 0.000638700098991871 -0.00650912727255458 -0.0292448177485495 -0.0161845258442276 -0.0111535679174941 -0.0282549532156571 -0.0110452609611731
"29" -0.00136715738457065 0.00935010676097772 0.00663545588902886 0.000967424187467127 0.00562079194898256 0.0119254197955181 0.0170048867938719 0.0034594501876745 -0.0135924134830009 0.0103819441989831 -0.0140837678144331 -0.00917697471001505 -0.00465276352746685 -0.00433456816044084 0.00680475193926793 -0.0199713582527857 -0.00706889442228278 -0.0147166427353708 -0.00488467445557797
"30" -0.00356078539148669 -0.00287992904550581 0.00296454644628462 0.0132677097642718 0.00305408925350621 -0.00302843379010721 -0.00618206032743309 -0.0161481588788394 -0.0165732758436586 -0.0100662321030663 -0.018065125507282 -0.0219162697960267 -0.0173740651176023 -0.0138057415781126 -0.0179181173938254 -0.031913699157574 -0.0256316188417406 -0.0329355933797597 -0.019416785692615
"31" -0.00270271135050458 0.00805282478149945 0.00458972038372737 -0.00465868405830993 0.00444965356262898 0.00961993265492031 0.00880841591401446 0.00327058886530299 -0.00816261895500668 -0.00319802422340586 -0.0263494538818745 -0.0184008036255113 -0.0138207593853213 -0.00343533439344058 -0.0095031816539467 -0.0245557516579184 -0.0130148729430908 -0.00470678910180963 -0.0087430444259338
"32" -0.0113704864380756 -0.00561693473857152 -0.000422453450265986 -0.00571618985644823 0.0014320852353092 -0.00226822444326939 0.00392044230392528 0.0025301654927425 -0.0184797573230615 0.0113476720853722 -0.00542048521396101 -0.0191259854254313 -0.00847599178439307 -0.00673053381863025 -0.00816211035217936 -0.0148570093256451 -0.0146347301313756 -0.0211342169240791 0.0125289412903294
"33" 0.00282967755187233 -0.00547428612299189 0.00239140973735154 -0.0016973514547739 0.00666114620181275 0.00198973029346659 -0.00440414767804573 -0.0158940882932872 -0.00994904589698298 0.00629978272888876 -0.0181310358843446 -0.023336716143257 -0.00362439620534223 -0.013315772751515 -0.0184976995423584 -0.0267413306090476 -0.0244169083677747 -0.0341403442688187 -0.00763119283988634
"34" -0.00226757149936222 -0.00116565267870098 0.000390526388920762 -0.00119185164704869 -0.000451876117465826 -0.00560992661109807 0.00127390866506446 -0.00948593294752865 -0.0185116575726272 -0.0192580156001223 -0.0140810528401021 -0.0272281626466688 -0.0177037116035446 0.00684631560636339 -0.00778497361851566 -0.0149315647444802 -0.0293962514696412 -0.0322540458608755 -0.0193720040770924
"35" -0.00845263307016326 -0.00221213868676743 -0.00921689974334638 -0.00362726732203944 -0.00211860156736085 -0.00648366826480147 0.00222623423008818 -0.00891766686858308 -0.00981872070737076 -0.000671026812319333 -0.0200966207517776 -0.0188387557718866 -0.0111231900096654 -0.0144779475118878 -0.0113679367358553 -0.0118420952974276 -0.0149967391453689 -0.0273816476532932 -0.0202028562577555
"36" 0.00267490284285245 -0.00634954949539249 -0.00354269579528073 -0.00350883302932735 -0.00307692011418168 -0.000382642765201335 -0.00438576815146092 -0.00348659059115048 -0.00672480368698254 0.00854528759035819 -0.0281756349383558 -0.0124485876284234 -0.00907749797814661 -0.00764938504649688 -0.0152695327306061 -0.0108971233510635 -0.0260345106312225 -0.0299211169980413 -0.0138669174127789
"37" -0.0016576547977483 -0.00354535740997587 -0.00826305624543124 -0.00228097007040171 -0.00831158430785074 0.000772892885007412 -0.00446671625036694 -0.00288564812264571 -0.00823409644948935 -0.000748719212004601 -0.012133274158874 -0.0118939682750236 -0.00660397021787314 -0.0137885026325588 -0.0289501546568195 -0.0282340266311747 -0.0192713270240105 -0.0141162576954015 -0.000800685648055677
"38" -0.0139494987214162 -0.0066869326248976 -0.00727125049141268 -0.00326210718726054 0.00561214573129905 -0.00550779447923192 0.000866219951599381 -0.0140468249795679 -0.00350807720237045 -0.00942639380273497 -0.0213908040165355 -0.0169252705783997 -0.0103521394625339 -0.012910902091297 -0.0187570771475362 -0.0231336904396032 -0.02340888228438 -0.0340019653499368 -0.0254441118361531
"39" -0.0126500597651286 -0.00829778681825926 -0.00470389807603326 -0.00300153570858465 0.00134663642610008 0.005916988029051 0.0110540226055212 0.00322124907722629 -0.0109140261672151 0.00234620831115996 -0.0143548926049563 -0.0130569149504649 -0.00665865640342289 0.00866050318599378 -0.00976796832355588 -0.0241897823055554 -0.0178486023843006 -0.0270453979583141 -0.0214448074422825
"40" -0.00713722359969059 -0.000341612583970965 0.00258314751521619 -0.00677809361733955 0.00574394208617111 0.00581798437371989 -0.00338813765156787 -0.0111500842946674 -0.0232845793208514 -0.00524361963770731 -0.0283263485904341 -0.0167898966903039 -0.0132578858813756 -0.0122796873855074 -0.017066065156176 -0.0148036045325898 -0.022469021491101 -0.0361111345905697 -0.0249455539786492
"41" -0.013138751166549 -0.0169551789801363 -0.011098402285781 -0.00859788599536916 -0.0177051512633057 -0.00622604407944289 -0.00342148288356378 -0.014076503207056 -0.0158153593386639 -0.000139889035281627 -0.0161006127143215 -0.0160578419516807 -0.0165448769503242 -0.013481410953862 -0.0139562303116793 -0.0186568140914964 -0.0234861492166428 -0.0299110953821783 -0.0311642757161045
"42" 0.00448516051908263 -0.00592467808053868 -0.00426744474995312 -0.000133555749073363 0.00698460694612464 0.00870910296041871 0.011179981283104 0.000260358692471907 0.00143277180768968 0.00917955455063902 -0.0218476600357748 -0.0149375232487656 -0.00154740602748179 -0.00888869055163405 -0.0128535927890738 -0.00192492512719639 -0.0161078371589265 -0.0356775238405189 -0.0112128208352116
"43" -0.00380462086485975 0.0105242743835285 -0.00651887851237867 -0.00229299447260077 -0.00727000500662303 0.00914657190293453 0.00458907024506796 -0.00753372129680089 -0.00893834764056033 -0.00947510370905848 -0.024402502940552 -0.025577148079973 -0.00782378111257552 -0.00439889663948473 -0.0274375662197887 -0.0224730377742927 -0.0157803865689642 -0.0251326762259512 -0.0102973290368941
"44" -0.00395556522589985 -0.000618756784821192 -0.00143324578163644 0.00590956949716072 -0.00867812754840207 0.00073680625194999 -0.00156761413666207 0.00858935162982957 0.0030277572147235 0.000914407755092165 -0.00965664886107482 -0.0136084383921291 -0.00137627904873631 -0.00376538183462104 -0.0168480751013321 -0.0166545064520245 -0.00918142179878115 -0.0206700722899016 -0.00644941002065488
"45" -0.00399507543993448 0.00451126334257513 -0.00139001910476803 0.00377888064514827 -0.00602816454474073 -0.000130729803221223 -0.000977336170983428 -0.00807990402215155 -0.016654042227423 -0.00905639981032323 -0.0233831282134391 -0.0197441293299383 -0.0134007463437108 -0.0121859694881349 -0.00136914092560138 -0.00972466139480387 -0.011488847818309 -0.0243520088068168 -0.00917003505608157
"46" 0.000772291871163051 -0.00075767681597756 -0.00595607974958834 0.00047326723209507 0.00111806381212018 0.00348919740919475 0.00825476026836729 -0.0173135137602196 -0.0172888411229337 -0.0151614262896986 -0.0332994957781062 -0.0162100834757491 -0.0214773902765061 -0.0162965511096091 -0.037441482556725 -0.0327083946228931 -0.00764890967349769 -0.029505640929689 -0.0217901770966417
"47" -0.000434626736581643 0.00147666922800914 -0.00136123578502343 -0.00538808875419357 0.00397062218161681 -0.00328126528928396 -0.00296672191676343 -0.0101965629454019 -0.0051268087078763 0.0044048401201956 -0.0093352756499242 -0.00880024056733655 -0.000849502465530413 0.000137411876116185 -0.00426457857962274 -0.00628025920479976 -0.010287767997454 -0.0223955443994088 -0.0147355812382038
"48" 0.000290452505631844 -0.00469504124618139 -0.00360787106911203 -0.00596127469405711 -0.00311953470272516 0.00785891015774292 0.00508831768857219 -0.000753435547759166 -0.0094062836473662 -0.00456553460712744 -0.0113395835380907 -0.0163085830206406 0.00417304121316443 0.00466043832776251 -0.0132247991384331 -0.0225251564634036 0.00241065176192 -0.0217439506548745 -0.00817208976632472
"49" -0.0124387248291006 -0.00575772863982283 -0.0038544070410208 0.00445094109994751 0.00298635970841436 0.00807886981886522 0.00161799136393788 -0.00315641525605866 -0.0182396985977787 0.0018809237420585 -0.014963948235277 -0.005551812628583 -0.00720546991940985 -0.0123705946648344 -0.0111057450836072 -0.0190056674043641 -0.0111794250534073 -0.0209695712011288 -0.00595665926622471
"50" -0.00548227337030432 -0.00722632054732781 -0.0088397850365502 -0.0104706791381227 0.00115026599608286 0.00428285400293902 0.000464584094359687 -0.0158290163590731 -0.0102989055033741 -0.00271886611635802 -0.027892247361188 -0.0115918867355952 -0.0124155313481394 -0.0277075763140875 -0.0287162600917157 -0.0252961497628548 -0.0330338895358534 -0.0148579453398332 -0.0131540285932174
"51" -0.00578443250143239 -0.00462130685632091 -0.0034468237341066 0.0113457643055192 0.0012848375222283 -0.00596227847332987 -0.0038584433393634 -0.0103250484025311 -0.0139813788124128 -0.0116481554162537 -0.0353559846682792 -0.00248170200516101 -0.00617570582354661 -0.00467384640599668 -0.0222617840343548 -0.010141175532881 -0.00793223782283502 -0.0306117802665485 0.00392927211058439
"52" -0.00586765704022814 -0.0089079082814982 -0.00974676103367788 -0.000328233636507318 0.00244165144536402 0.00261827292327601 0.00824078308479495 -0.00144360513128521 -0.00560255547358736 0.0256230622625018 -0.010698626304592 -0.0116280534621314 0.00980490653333189 -0.00153430831118865 -0.0106924141733974 -0.0191700879883407 -0.0188542899031758 -0.0191814771566635 -0.00795977666449402
"53" -0.00479185484106271 0.00600135016220322 -0.0133964559173933 -0.00881791216195668 0.00543064549012327 0.00681743708251496 0.00408637818408883 -0.00857492549906567 -0.00964416290418751 -0.000139153536530408 -0.030093530523591 -0.0182626992441477 -0.00103671097342079 -0.00548727908010412 -0.0136574836759503 -0.0157290706486077 -0.026221329165196 -0.0184325458474453 -0.00738265445441797
"54" -0.00951437578975588 -0.00635542536416822 -0.00445556292040544 -0.00549934221122062 -0.00128976556116576 0.00361605280656046 -0.00480553424233137 -0.000984463762248335 -0.00928869813107879 -0.00158945557171653 -0.0195087524100944 -0.019271013869441 -0.00478440624294174 0.00674010023652651 -0.0146887431507448 -0.0164175169255602 -0.0138142389631263 -0.0279172254041278 -0.0169806345309916
"55" 0.00342131561025179 0.0047991115938595 0.00625975343517002 -0.00518796305707083 0.00657021557203535 -0.00181975161510699 0.00640949034880854 -0.00524671106448483 -0.00944541114618149 -0.00231684981640134 -0.0159485590686988 -0.0199395212664623 -0.0134535109566863 -0.0138214167094761 -0.00788227081736717 -0.0129307881894995 -0.0173995501999273 -0.0242663147995936 -0.0041525353001544
"56" -0.00576116458190975 -0.00586457843549042 -0.00878914913135378 -0.000652855125236223 0.00057483160606259 -0.004779461264544 0.00491430300843848 -0.0111954937715265 -0.0197211988813257 -0.0080126986075974 -0.0191042066473358 -0.0201796727149292 -0.0116920084136464 -0.0124677815941713 -0.0120394200174933 -0.0197331878124654 -0.0201495186818012 -0.0223613424407408 -0.0086948037454998
"57" -0.00461128468642855 -0.00307829654690858 -0.00394946317541245 0.00060129548837219 -0.00592741695010988 0.00122046506299018 -0.00458103518870685 -0.00753306725933702 -0.00776287229972804 0.0029522830979062 -0.0212404412068563 -0.00624268500739848 -0.00310342494666846 -0.00973326180452833 -0.0210152814811221 -0.0121233798903909 -0.0155525022201503 -0.00965778167511065 -0.00859014572531942
"58" -0.00266681359991336 -0.00134582832252998 -0.00266692954830334 -0.00301729525400023 0.00224124595538844 -0.00137633020537887 -0.00976108780972537 0.00185258596957341 -0.0119375967693375 -6.96317450262808e-06 -0.00875670671701047 -0.00841679010084612 -0.011262223894911 -0.013888307074581 -0.020234118819765 -0.0175137472933367 -0.00855977501832382 -0.0260282419893858 -0.0149780241188949
"59" -0.00583304554590498 -0.0004517398613905 -0.0052802169147616 -0.00992388693082045 -0.00495268729097166 0.00395035648759953 -0.00115451104229222 0.00055732339304243 -0.0124394492026589 0.0137649449709444 -0.0148700747233674 -0.0145269802012768 -0.0115115594629733 -0.00795075583519222 -0.0162559189280272 -0.00733682321823712 -0.0117141519580478 -0.0230188383442847 -0.0168379156463937
"60" -0.00338832305862732 0.00286214852175886 0.0015777660419632 -0.00549625563649913 -0.00744991572466266 0.00316906181783098 -0.0156012147874142 -0.00529348887365532 -0.0121821417304848 -0.0041739710708339 -0.0208183895773146 -0.0153163300130066 0.00252569233712948 0.00190055238798032 -0.0120021363653995 -0.0147866645876147 -0.0126210557537366 -0.0308939635253148 -0.00767009387786951
"61" 0.000225734474774109 -0.00335948309102663 -0.00402514255984867 -0.00272829027136376 -0.00149273243424555 0.00518399993693265 0.00596984170051007 -0.013561684303891 -0.019379343936879 -0.00100803842860598 -0.0243048502015003 -0.00906320333698847 -0.0159919139331395 -0.00661801929666352 -0.0199224237437935 -0.0276586131139297 -0.0121878833584234 -0.0279884133751544 -0.00181420815731096
"62" -0.00515698794501099 0.00142355327371562 -0.00836645589873698 -0.0110474507896277 -0.0136232362816834 0.00393363978617516 -0.000124760895260796 -0.0151109017129384 -0.00331721349723984 -0.000494574795223647 -0.0151074757111139 -0.0302232463336575 -0.0102412645422357 -0.00122210985999682 -0.0114650574762836 -0.0211954340568677 -0.0152704119923749 -0.0278171142612816 -0.0031582946167031
"63" -0.0132867534714998 -0.00734711289938826 -0.00553836978257052 -0.0015519308100921 0.00262712674877234 -0.00380786664124473 -0.00433555947541949 -0.0007436574194295 -0.0114863074474134 -0.00357960285777975 -0.0268770992429188 -0.0279865618997712 -0.00644063176541103 -0.00139644615872161 -0.0158474107167687 -0.0260375360492583 -0.00986073389523258 -0.0239610765718494 -0.0135991992601848
"64" -0.0119758429543798 0.00345249754872356 0.0101306612183312 0.00984282186333776 0.00341645399704345 0.00314649546470729 0.00411881462269676 -0.0034482726050154 -0.00870284903511469 -0.00509316709011059 -0.0248812306721148 -0.0120464049451162 -0.0010084655236503 -0.0119735715791855 -0.00965730913558526 -0.0127807748323544 -0.0212084532570491 -0.0233066899070795 -0.0198551204139269
"65" -0.00700260398685786 0.00286837667644486 0.00429497670544465 0.00710224128657289 0.0044848622444017 0.0124552208618936 0.00711607995415717 -0.00559011737237336 0.000690679513751739 0.00990756668031302 -0.0131136617536302 -0.00304010776276915 -0.0185650216383169 -0.0108067579024229 0.00667788429443466 -0.0104369569800698 -0.00998108923430567 -0.0196965470513321 -0.0109470721842847
"66" 0.00077683084653629 0.0014004230111034 0.00914154452065599 0.00617217779894075 0.00570515469837965 0.00164256366977468 0.00415746029166496 0.00286357406774583 -0.00205912534325357 0.00134170473190211 -0.0142034510867216 0.000581027624899276 0.00113638025251401 -0.00024751602183296 0.00548588867144965 -0.00426048531293819 -0.00609697972158291 -0.0129700980846362 0.00445045986733685
"67" -0.00756867490072031 -0.00783200559346533 -0.00370686630275841 -0.00302829802309919 0.00526663223377954 -0.00102674281899898 -0.00182276517150968 -0.00904362648963625 -0.0140604300320804 0.0108356297387857 -0.0249540928044553 -0.00913551244062754 -0.0125919434043832 -0.0081337848032778 -0.0191235986797556 -0.017708639591379 -0.0107617503879892 -0.0277440193352003 -0.00725020700347631
"68" -0.0121030915055763 0.00222515460100744 0.0021220923300102 -0.00535763129707489 9.42874892890903e-05 -0.00776083633579478 -0.00350987687139304 0.00110485004129085 0.000583265132982251 0.00638055772185405 -0.0261630060587994 -0.0145403756386265 -0.0042522462154067 -0.016667941724568 -0.0214293297292493 -0.0285104570601019 -0.0113263665892287 -0.0274014064931323 -0.0134411231944701
"69" -0.00546736460278787 -0.00689381397675369 0.00503653334364283 -0.0100710038144749 -0.00691439486516332 0.0026548397137971 0.0102383210596279 -0.00262657100645238 -0.0124188208486391 0.0144600780172465 -0.0280080025829189 -0.00744603197464872 0.00144352888767673 0.00495194278652711 -0.00881359216237156 0.00325713507297176 -0.0156803809598801 -0.0366201924982075 -0.000752958777106948
"70" -0.0138352788898215 -0.012121753949255 -0.000339534052484988 0.00285999597071034 0.00091921378851556 0.00339862468306623 0.00201431520387878 -0.0107590217022436 -0.0166427202709784 -0.00317815321342906 -0.0231324919973534 -0.0131373450528993 0.00373138127860173 -0.0179667570262416 -0.0153567454117396 -0.0114871385670517 -0.0145010245314283 -0.0231468976958795 -0.00535321615056863
"71" -0.0205867667201569 5.97666337416279e-05 0.00447497832381877 0.00358722135696321 1.04370941130128e-05 -0.00207648370582493 0.00717855040518301 -0.0100974216193801 -0.0196183921949479 0.0167738910001796 -0.0226933542260967 -0.0108509386409776 0.000693969318554215 -0.0114921873569504 -0.0118380065070374 -0.0138515979554696 -0.0209897700475437 -0.0282170191613763 -0.0248289452211951
"72" -0.00345846292213981 0.000796717638539576 0.00241754145374717 -0.00307534412243369 0.00554236161755499 0.00884743803688716 0.00331030883632547 -0.00519342291449513 -0.00520391805171825 0.0108679682780755 -0.0165213526306267 -0.0162174274452552 0.00660926209596404 -0.00699135489145379 -0.000356239587625 -0.00791414015587224 -0.0264334570781749 -0.0346067376079323 -0.0350889130435313
"73" -0.00789417601351229 0.00440786562080672 -0.00342977523448581 -0.00146599550165333 0.00763504648412227 0.00716686259814925 0.0023944713962583 0.00183060465950968 -0.00739236988725421 0.00864269383195944 -0.0144214403710136 -0.0115858395342473 0.000646193957635825 -0.00539671020228791 -0.0237915035098594 -0.0204671701133071 -0.00430707453555699 -0.021306585856268 -0.0160663120998219
