"size" "max_diss" "av_diss" "diameter" "separation"
"1" 44 0.0354334714387 0.0189566969375789 0.0508023547238698 0.0796670208378726
"2" 43 0.04037373527454 0.018506729948617 0.0480137352238127 0.0747483547648329
"3" 43 0.025337928503851 0.0189425720091562 0.0380146827740507 0.0710562611652865
"4" 43 0.0287290424989542 0.0180776824347384 0.0419684087806803 0.0820102172780977
"5" 43 0.0362191833675291 0.0204948332926872 0.0505286838910419 0.0710562611652865
"6" 43 0.0374919881638402 0.0219468162446211 0.0539769265461831 0.0760173254363144
"7" 43 0.040739542466014 0.0192819130877665 0.0528496655055721 0.0768827156475258
"8" 43 0.0341117762159611 0.0197110599587081 0.0501732468989001 0.0789826949379434
"9" 43 0.0334404485942971 0.0199969645167367 0.047136712451571 0.0760173254363144
"10" 43 0.0409894223626469 0.020300779587798 0.0564093301080986 0.0775110518180513
