"size" "max_diss" "av_diss" "isolation"
"1" 5 0.0300437114884297 0.0152197115390953 0.390709805693391
"2" 5 0.0262854332283111 0.0173343281548273 0.296703442652983
"3" 5 0.0223190434382838 0.0163636179147632 0.30053259817453
"4" 5 0.0198645161028403 0.0142205125675802 0.324818729027936
"5" 5 0.0360095251287767 0.021939061701739 0.509245192037863
"6" 5 0.0379052911873791 0.024666003935121 0.408722462862735
"7" 5 0.0315361490990895 0.019280719813822 0.425195464476266
"8" 5 0.0273776715591374 0.017952842848883 0.363701748952682
"9" 5 0.0406521536944846 0.023350923066697 0.511836794724503
"10" 5 0.0368156583534778 0.023253700923234 0.468089687827518
"11" 5 0.0206359007557218 0.0154933824880658 0.258323964949469
"12" 5 0.0266482757415935 0.0173212249765014 0.349587822021743
"13" 5 0.0196664206199298 0.0136300555647881 0.221997169242856
"14" 5 0.0288776886194169 0.018388122313186 0.365414965244022
"15" 5 0.0258958432957878 0.0180462998443204 0.33525593149211
"16" 5 0.0313425046861287 0.018916335311116 0.406724090968596
"17" 5 0.030792249024714 0.0181117893619773 0.376382737686781
"18" 5 0.023917100576784 0.0178417327169123 0.265769380561636
"19" 5 0.0201168387178503 0.0141706732714479 0.256534770141854
"20" 5 0.0307651686164728 0.016756776948345 0.377230034344991
"21" 5 0.0223107193967384 0.0158470730821521 0.27918301146182
"22" 5 0.0267050744241614 0.0199557665824116 0.331111711351429
"23" 6 0.0707374533044553 0.0286374999218319 1.02179212408109
"24" 5 0.0255661573178294 0.0191795823525266 0.34241674204881
"25" 5 0.022251379732502 0.0153173919274203 0.316311278293434
"26" 5 0.0309545101721865 0.0215090120796343 0.388047978888824
"27" 5 0.0268757251064971 0.0171382235512059 0.343371461700685
"28" 6 0.0695129966265302 0.0314566365555669 1.13665609060189
"29" 5 0.0327436375499119 0.0232371828947511 0.435757594641271
"30" 5 0.0253162161469679 0.0182912311065714 0.333465825117954
"31" 5 0.0252004821382449 0.0162204872997366 0.315754036117082
"32" 4 0.0197151439254194 0.0129858767589911 0.253196649786336
"33" 4 0.0309420539072635 0.0162560601112394 0.371738802866286
"34" 4 0.0213661952626105 0.011873476878141 0.231593635958742
"35" 4 0.0337365721435951 0.0215793836464239 0.421110361225342
"36" 8 0.0729410138399515 0.0441395287179102 0.972879269492439
"37" 4 0.0346268652927174 0.0182845460290662 0.503486192722752
"38" 4 0.0319595885455367 0.0212050895205472 0.436939318194552
"39" 4 0.0183342657338656 0.0134707006553441 0.228611076915603
"40" 4 0.0378247233962127 0.0233121474869461 0.412443717979144
"41" 4 0.0306545265825457 0.020152304609575 0.38793723152162
"42" 4 0.0240019332554692 0.0161771969902414 0.32247681718118
"43" 4 0.028685376065166 0.0200842907337987 0.344701627651671
"44" 4 0.020914636023608 0.0143337144313697 0.266255951892451
"45" 4 0.0328692242074558 0.0216815430725962 0.445684764770057
"46" 4 0.0473454960899133 0.0254101408832476 0.599163736183637
"47" 7 0.0752441067459771 0.0397137548288254 1.00359767092437
"48" 4 0.0309014692207345 0.0189926383971947 0.336516694137918
"49" 4 0.0231928631264016 0.0164128039823857 0.264240942186583
"50" 4 0.0295159092694093 0.0203796262104342 0.360781660580185
"51" 4 0.0278886697423882 0.0176606490474351 0.317763838058618
"52" 4 0.0278655593878896 0.0196143288126009 0.400983847186229
"53" 4 0.0356908601745601 0.0243648065162344 0.432933470553593
"54" 7 0.0695622915091215 0.0406525825385662 1.00481708453839
"55" 4 0.029404705405768 0.0192022866876361 0.381662987536644
"56" 4 0.025076676414549 0.0164964191808827 0.320148526949693
"57" 4 0.032649301677065 0.0225771265758601 0.437283842520708
"58" 4 0.0320576418346702 0.019602212438967 0.319574790029354
"59" 4 0.0303700954888193 0.0199750329329841 0.422582977978202
"60" 4 0.025762080661313 0.0185579346849039 0.338374379497731
"61" 4 0.021030420823179 0.0115872265875195 0.256148695688393
"62" 4 0.0317766234833092 0.0222274732490082 0.373287131460972
"63" 4 0.022309926042011 0.0159145323499795 0.286829263801536
"64" 4 0.0305367876503079 0.0222282323147743 0.390857502193858
"65" 4 0.0326210055025899 0.0202482392567772 0.393022693627452
"66" 4 0.0229949016088349 0.0169229926147214 0.25912741080212
"67" 4 0.0238371013338451 0.0157267769165494 0.316733755847977
"68" 4 0.0301876332295197 0.018451612738325 0.347156714078773
"69" 4 0.0278203306953746 0.0151645757346204 0.327397110085065
"70" 4 0.0246609529418472 0.016330789948808 0.289102133940759
"71" 4 0.0287449265088641 0.0171101424357333 0.401700906906953
"72" 4 0.0319110748800475 0.0206541823708252 0.425136686415432
"73" 4 0.0292690672895465 0.0184853433673174 0.354582576808899
"74" 4 0.028148365849548 0.0183342503266488 0.372469258231237
"75" 4 0.0340622577055603 0.0229049959727507 0.422606649521267
"76" 4 0.0280608517333313 0.0195991123971811 0.369631210237929
"77" 4 0.019157758219583 0.0127364116322852 0.263496084576074
"78" 4 0.0317166596601849 0.0187979596331395 0.356577576958458
"79" 4 0.0416583929118731 0.0228595791691425 0.54569276414595
"80" 4 0.0206777610006499 0.0140651547214883 0.277815061101517
"81" 4 0.0223945484437619 0.0160675122171829 0.284855893939267
"82" 4 0.0296661423174635 0.0188883000379796 0.41727560316612
"83" 4 0.020966268146716 0.0154714147816189 0.277433169166015
"84" 4 0.0360674867436033 0.0197760851238117 0.470684289336299
"85" 4 0.0311048758235747 0.0192738003454969 0.408034038655238
"86" 4 0.0256963713391599 0.0183763512806524 0.328243278569336
"87" 4 0.0277722541396985 0.0186600666238202 0.287063935918422
"88" 4 0.0259944667189 0.0170431738707534 0.328396331530704
"89" 4 0.0253001047428662 0.0142851600254359 0.33498269021521
"90" 4 0.0371222305364319 0.0224500140485248 0.447996966598706
"91" 4 0.0257093037634239 0.0177484053487016 0.316953908011546
"92" 4 0.0304435707498316 0.0162622871300221 0.319262341645989
"93" 4 0.0217528159096702 0.0148688870260188 0.243828725162106
"94" 4 0.0252176287545043 0.017367598539435 0.277995674511502
"95" 4 0.027791696601683 0.01689677064398 0.37422351054057
"96" 4 0.0298044862394909 0.0196788180019685 0.373255084032527
"97" 4 0.0311805965305348 0.0173229392511836 0.394893247494654
